,name,lookup_value
2126,NERIUM FLAVESCENS WHOLE,PLUCHEA INDICA
2127,BLADHIA PUNCTATA WHOLE,LEPIDIUM VIRGINICUM
2128,SMALLFLOWER NIGHTSHADE WHOLE,CANTINOA AMERICANA
2129,SCHINUS MELLISII WHOLE,XANTHIUM STRUMARIUM
2130,BLUE-WHOLEED WATTLE WHOLE,VERONICA CHAMAEDRYS
2131,ARUM RAPIFORME WHOLE,ESCHSCHOLZIA CALIFORNICA
2132,CENTAURIUM CASPICUM WHOLE,ELDERBERRY
2133,SCABIOSA HIRSUTA WHOLE,PISTACIA TEREBINTHUS
2134,SENECIO CARDUIFOLIUS WHOLE,MAMMEA AMERICANA
2135,CATBERRY WHOLE,FILIPENDULA ULMARIA
2136,SMILAX BINCHUANENSIS WHOLE,RANUNCULUS ACRIS
2137,ARALIA ERINACEA WHOLE,ERIOBOTRYA JAPONICA
2138,ERYTHRINA SUBERIFERA WHOLE,BIDENS BIPINNATA
2139,GRAPEFRUIT [HOC],ANTHYLLIS VULNERARIA
2140,CASPAREA PORRECTA WHOLE,SENNA
2141,ALLIUM KURRAT WHOLE,ARUNDO DONAX
2142,MAMEY WHOLE,RICINUS COMMUNIS
2143,QUERCUS ILEX L.,FAGUS GRANDIFOLIA
2144,SESBANIA SESBAN [WHO-DD],LACHNANTHES CAROLINIANA
2145,MENTHA AURICULARIA WHOLE,FRANGULA ALNUS
2146,JASMINUM ZEYLANICUM WHOLE,ALLIUM MACROSTEMON
2147,PISTIA AEGYPTIACA WHOLE,GLYCYRRHIZA GLABRA
2148,FRANGULA DODONEI WHOLE,SALVIA OFFICINALIS
2149,CORYDALIS BUNGEANAE WHOLE,SAMBUCUS NIGRA
2150,GERANIUM LUDOVICIANUM WHOLE,NOTOPTERYGIUM INCISUM
2151,MORINDA ASPERA WHOLE,VICIA FABA
2152,CITRUS MACRACANTHA WHOLE,GYMNEMA SYLVESTRE
2153,CINNAMOMUM AMMANNII WHOLE,GUGGUL
2154,CITRUS SINENSIS,ACACIA DEALBATA
2155,ALLIUM BYZANTINUM WHOLE,RICINUS COMMUNIS
2156,BLACK SAMPSON,CENTAURIUM PULCHELLUM
2157,OXYS ACETOSELLA WHOLE,SCROPHULARIA UMBROSA
2158,KRAUNHIA SINENSIS WHOLE,COLA NITIDA
2159,ASPARAGUS ACEROSUS WHOLE,MIRABILIS JALAPA
2160,BARRENWORT [HOC],SWERTIA LEDUCII
2161,PTEROGONUM ALATUM WHOLE,PSEUDOGNAPHALIUM STRAMINEUM
2162,CORDIA DENTATA,LEONURUS CARDIACA
2163,SLENDER NETTLE WHOLE,DIOSCOREA PRAEHENSILIS
2164,TREFOIL WHOLE,XANTHIUM STRUMARIUM
2165,SALIX LANCIFOLIA WHOLE,SALIX BABYLONICA
2166,CHELIDONIUM GLAUCUM WHOLE,HARUNGANA MADAGASCARIENSIS
2167,HEUCHERA SUKSDORFII WHOLE,TILIA AMERICANA
2168,VICIA BACLA WHOLE,PSEUDOTSUGA MENZIESII
2169,MIKANIA MARTIANA WHOLE,NERIUM OLEANDER
2170,AMARANTHUS SPINOSUS L.,CUMINUM CYMINUM
2171,FICUS ITURIENSIS WHOLE,ASPARAGUS RACEMOSUS
2172,ULMUS ANGLICA WHOLE,ACHILLEA MILLEFOLIUM
2173,GLADIOLUS DALENII WHOLE,RUTA CHALEPENSIS
2174,VERONICA CHAMAEDRYS L.,SAPOSHNIKOVIA DIVARICATA
2175,CHIONANTHUS ANGUSTIFOLIUS WHOLE,PYRUS NIVALIS
2176,LEPIDIUM BURSA-PASTORIS WHOLE,GLADIOLUS DALENII
2177,ROSA FISSISPINA WHOLE,AGATHOSMA BETULINA
2178,WILD CARROT WHOLE,CROTALARIA JUNCEA
2179,SIDA MINOR WHOLE,PTERIDIUM AQUILINUM
2180,DOUGLAS-FIR WHOLE,ECHINACEA PURPUREA
2181,FERULA SULCATA WHOLE,BIDENS PILOSA
2182,VITIS LACINIOSA WHOLE,BORAGO OFFICINALIS
2183,BERBERIS APYRENA WHOLE,DAPHNE OLEOIDES
2184,EPINE-VINETTE COMMUNE WHOLE,HELICHRYSUM GYMNOCEPHALUM
2185,B1674 [LANGUAL],AZADIRACHTA INDICA
2186,CAPSELLA HIATULA WHOLE,MAGNOLIA VIRGINIANA
2187,CEROPHORA SPICANS WHOLE,SALIX LUCIDA
2188,ERUCASTRUM ERUCOIDES WHOLE,TOONA SINENSIS
2189,SALIX COCHLEATA WHOLE,CLINOPODIUM POLYCEPHALUM
2190,FRAXINUS ALBICANS WHOLE,SOLIDAGO CANADENSIS
2191,CITRUS TENGU WHOLE,BRASSICA NIGRA
2192,MAGNOLIA ROTUNDIFOLIA WHOLE,SMILAX PSEUDOCHINA
2193,CENTAURIUM MINUS WHOLE,BRASSICA JUNCEA
2194,TABERNAEMONTANA LURIDA WHOLE,SALIX TRIANDRA
2195,LIZARD'S TAIL WHOLE,CURCUMA LONGA
2196,HAMAMELIS DENTATA WHOLE,NEPETA CATARIA
2197,RANUNCULUS EUSTRIGULOSUS WHOLE,PARTHENOCISSUS QUINQUEFOLIA
2198,CYANTHILLIUM CINEREUM WHOLE,TILIA AMERICANA
2199,SOLANUM GOLLMERI WHOLE,BRASSICA RAPA
2200,PINUS MARIANA WHOLE,JUGLANS REGIA
2201,CAULOPHYLLUM THALICTROIDES [WHO-DD],BUPLEURUM CHINENSE
2202,ALPINIA FASCICULATA WHOLE,NIU BANG ZI
2203,NAUCHEA VIRGINIANA WHOLE,SALIX BABYLONICA
2204,HIPPOCASTANUM VULGARE WHOLE,SCHIZACHYRIUM SCOPARIUM
2205,FIKU WHOLE,THUNBERGIA LAURIFOLIA
2206,COMMELINA TURBINATA WHOLE,VITIS ROTUNDIFOLIA
2207,COMBRETUM VELUTINUM WHOLE,PTERIDIUM AQUILINUM
2208,ACHILLEA MILLEFOLIUM L.,CHIMAPHILA UMBELLATA
2209,SPANISH BROOM WHOLE,DRYOBALANOPS AROMATICA
2210,CATTAIL (TYPHA DOMINGENSIS) [HOC],BOLETUS EDULIS
2211,SMILAX ALBA WHOLE,SOLIDAGO CANADENSIS
2212,DIOSCOREA SATIVA WHOLE,BIDENS BIPINNATA
2213,CONNARUS PENTAGYNUS WHOLE,THAPSIA GARGANICA
2214,QUERCUS CRINITA WHOLE,SESELI LIBANOTIS
2215,STILLINGIA WHOLE,JUNIPERUS VIRGINIANA
2216,COIX ANGULATA WHOLE,MAGNOLIA GRANDIFLORA
2217,MAGNOLIA VIRGINIANA WHOLE,SALVIA OFFICINALIS
2218,UNISEMA HETEROPHYLLA WHOLE,SESBANIA SESBAN
2219,THAPSIA SILPHIA WHOLE,VICIA FABA
2220,RUMEX FAURIEI WHOLE,LEPIDIUM MEYENII
2221,CHRISTELLA NORMALIS WHOLE,CASTANEA PUMILA
2222,BOLDO WHOLE,RUMEX CRISPUS
2223,GLYCYRRHIZA GLABRA [WHO-DD],NIU BANG ZI
2224,CITRUS X ANONYMA WHOLE,AGELAEA PENTAGYNA
2225,ERIGERON DENTICULATUS WHOLE,CAPSELLA BURSA-PASTORIS
2226,PAVIA AMERICANA WHOLE,TRIGONELLA CORNICULATA
2227,SUGARBERRY WHOLE,CLINOPODIUM NEPETA
2228,CRUCIFERA SISYMBRIUM WHOLE,FRAXINUS AMERICANA
2229,SMILAX BINCHUANENSIS P.LI & C.X.FU,ERIOBOTRYA JAPONICA
2230,ECBALLIUM ELATERIUM (L.) A. RICH.,LUDWIGIA PEPLOIDES
2231,VICIA PIMPINELLOIDES WHOLE,CRATAEGUS LAEVIGATA
2232,ROSA TOURANGINIANA WHOLE,PEUMUS BOLDUS
2233,FRAXINUS QUADRANGULATA WHOLE,SALIX BABYLONICA
2234,ELATERIUM CORDIFOLIUM WHOLE,SOLANUM ANGUIVI
2235,MORINDA NODOSA WHOLE,ACHILLEA MILLEFOLIUM
2236,VIBURNUM ROSEUM WHOLE,CYMBOPOGON SCHOENANTHUS
2237,PACIFIC WILLOW [HOC],NIU BANG ZI
2238,ROSEMARY WHOLE,BEET ROOT
2239,SAND BRIAR WHOLE,FOMITOPSIS PINICOLA
2240,LEAF MUSTARD WHOLE,ROSA CANINA
2241,BRASSICA LUTEA WHOLE,ALECTRA SESSILIFLORA
2242,MESHASHIRINGI WHOLE,CLINACANTHUS NUTANS
2243,ROSA X DAMASCENA CELSIANA WHOLE,MAGNOLIA VIRGINIANA
2244,VERNONIA VIALIS WHOLE,AMOMUM AROMATICUM
2245,TAMARIX PLUMOSA WHOLE,XANTHIUM STRUMARIUM
2246,ROSA KALMIUSSICA WHOLE,SOLANUM AMERICANUM
2247,SCLAREA VULGARIS WHOLE,PYROSTEGIA VENUSTA
2248,EUROPEAN ELDERBERRY WHOLE,ARENARIA LANUGINOSA
2249,CHINESE SALVIA WHOLE,GLYCINE MAX
2250,SOW-THISTLE WHOLE,GALIUM APARINE
2251,PAKOPAKO WHOLE,SOLANUM LINNAEANUM
2252,PRUNELLA VULGARIS,SALVIA ROSMARINUS
2253,FICUS AFZELII WHOLE,AESCULUS PAVIA
2254,EMERUS SESBAN WHOLE,CODONOPSIS PILOSULA
2255,PHYSALIS VIRGINIANA WHOLE,ASPHODELINE LUTEA
2256,SALIX DEPENDENS WHOLE,ELDERBERRY
2257,RANUNCULUS CAMMARIFOLIUS WHOLE,CITRUS AURANTIUM
2258,CYTISUS JUNCEUS WHOLE,CINNAMOMUM BURMANNI
2259,ABIES BALDENSIS WHOLE,LYCIUM BARBARUM
2260,CARDUUS HORRIDUS WHOLE,GLAUCIUM FLAVUM
2261,SOLANUM SODOMAEUM WHOLE,ECBALLIUM ELATERIUM
2262,MIKANIA SKUTCHII WHOLE,ELDERBERRY
2263,SALVIA WEIHAIENSIS WHOLE,THUJA PLICATA
2264,THUJA PLICATA,CITRUS AURANTIUM
2265,SWEETBAY WHOLE,MIMOSA PUDICA
2266,COMMELINA SENEGALENSIS WHOLE,CAPSELLA BURSA-PASTORIS
2267,SOLANUM INOPS WHOLE,INULA HELENIUM
2268,POLIOMINTHA INCANA WHOLE,NEPETA CATARIA
2269,SYCOMORUS THONNINGIANA WHOLE,DIOSCOREA VILLOSA
2270,PAULLINIA CUPANA WHOLE,SCHIZACHYRIUM SCOPARIUM
2271,PETROSELINUM CRISPUM WHOLE,AESCULUS HIPPOCASTANUM
2272,ASCLEPIAS INCARNATA L.,PALISOTA HIRSUTA
2273,ACER PICTUM,HYPERICUM PUNCTATUM
2274,FILIX-FOEMINA VULGARIS WHOLE,RUMEX CRISPUS
2275,MELIA JAPONICA WHOLE,CYANTHILLIUM CINEREUM
2276,ASCLEPIAS LANCIFOLIA WHOLE,ASHWAGANDA
2277,SOLANUM REPENS WHOLE,PLATANTHERA PSYCODES
2278,DIPLOTAXIS LEIOCARPA WHOLE,MITRACARPUS HIRTUS
2279,JAPANESE HOLLY WHOLE,COMBRETUM MOLLE
2280,HARONGA MADAGASCARIENSIS WHOLE,ESCHSCHOLZIA CALIFORNICA
2281,LEPTALIX ALBA WHOLE,MENTHA PULEGIUM
2282,ALOYSIA CITRIODORA [WHO-DD],COMMELINA DIFFUSA
2283,ERYTHRINA PLATYPHYLLA WHOLE,ERICA MULTIFLORA
2284,FALSE IPECAC WHOLE,CAPSELLA BURSA-PASTORIS
2285,CEPHALANTHUS PUBESCENS WHOLE,SALVIA PRATENSIS
2286,VICIA SATIVA L.,HYGROPHILA COSTATA
2287,CONYZA THYRSOIDEA WHOLE,COMMELINA BENGHALENSIS
2288,AGATHOSMA BETULINA (P.J.BERGIUS) PILLANS,ILEX PARAGUARIENSIS
2289,RED CLOVER [HOC],TODDALIA ASIATICA
2290,JUGLANS REGIA (WALNUT) WHOLE,DAPHNE SERICEA
2291,ILEX VOMITORIA WHOLE,URENA LOBATA
2292,SALVIA ERIOCAULIS WHOLE,DIGITARIA INSULARIS
2293,SAMBUCUS MEXICANA WHOLE,ERYTHRINA HERBACEA
2294,PYROSTEGIA IGNEA WHOLE,LYCOPUS AMERICANUS
2295,ERIOBOTRYA JAPONICA (THUNB.) LINDL.,GERANIUM MACULATUM
2296,UNISEMA MUCRONATA WHOLE,BLUMEA LACERA
2297,LONICERA RUBROPUNCTATA WHOLE,AGELAEA PENTAGYNA
2298,HIPPOCENTAUREA CENTAURIUM WHOLE,TANACETUM PARTHENIUM
2299,ESCHSCHOLZIA MEXICANA WHOLE,NASTURTIUM OFFICINALE
2300,WITCH-HAZEL WHOLE,SPERMACOCE VERTICILLATA
2301,BRASSICA JUNCEA WHOLE,ECHINACEA
2302,SELINUM GRAVEOLENS WHOLE,CALLUNA VULGARIS
2303,INONOTUS OBLIQUUS WHOLE,AFRAMOMUM ANGUSTIFOLIUM
2304,VIRGINIA POKE WHOLE,SOLANUM NIGRUM
2305,ACTAEA RACEMOSA L.,VITIS AESTIVALIS
2306,CERINTHE GLAUCA WHOLE,ATRACTYLODES MACROCEPHALA
2307,SWALLOW WORT WHOLE,ANEMONE HEPATICA
2308,PONTEDERIA MUCRONATA WHOLE,SALVIA TOMENTOSA
2309,SENNA ALEXANDRINA,JUGLANS REGIA
2310,QUERCUS MINOR WHOLE,AESCULUS PAVIA
2311,STILLINGIA [HOC],ILEX VOMITORIA
2312,CARDIOLEPIS DENTATA WHOLE,MITRACARPUS HIRTUS
2313,ESCHSCHOLZIA INFLATA WHOLE,VITIS VINIFERA
2314,COMBRETUM ATELANTHUM WHOLE,DAPHNE LAUREOLA
2315,MARRUBIUM ALBUM WHOLE,PSEUDOTSUGA MENZIESII
2316,DIOSCOREA LLOYDIANA WHOLE,CICHORIUM INTYBUS
2317,BIGNONIA RADICANS WHOLE,SALVIA VERBENACA
2318,GLADIOLUS SCHIMPERIANUS WHOLE,SPHYRNA LEWINI
2319,EUPHORBIA LACEI WHOLE,CASTANEA MOLLISSIMA
2320,PALIURUS SPINA-CHRISTI MILL.,BIDENS BIPINNATA
2321,GRAINS-OF-PARADISE [HOC],ECHINACEA ANGUSTIFOLIA
2322,FUMARIA MAJOR WHOLE,ARMILLARIA GALLICA
2323,MORINDA MUDIA WHOLE,ASCLEPIAS INCARNATA
2324,SENECIO FISTULOSUS,ALBATRELLUS CONFLUENS
2325,BULL'S FOOT WHOLE,ECHINACEA PURPUREA
2326,OXYRIA ACIDA WHOLE,TRIBULUS TERRESTRIS
2327,BAROSMA BETULINA WHOLE,COLEUS
2328,FICUS HYRCANA WHOLE,AMARANTHUS SPINOSUS
2329,VITIS MENSARUM WHOLE,ESCHSCHOLZIA CALIFORNICA
2330,DITRYSINIA FRUTICOSA,HYPERICUM HYPERICOIDES
2331,DIPLOTAXIS FRUTICULOSA WHOLE,PLUCHEA INDICA
2332,EPIMEDIUM GRANDIFLORUM WHOLE,CASTANEA SATIVA
2333,LONICERA JAPONICA WHOLE,COLLOMIA LINEARIS
2334,DRUMSTICKTREE,PINUS ECHINATA
2335,ALCEA SETOSA (BOISS.) ALEF.,RICINUS COMMUNIS
2336,APPLE CIDER VINEGAR,ERYTHRINA CRISTA-GALLI
2337,OMN-54 COMPONENT GANODERMA LUCIDUM,BACOPA MONNIERI
2338,FLOS LONICERAE (LONICERA HYPOGLAUCA) WHOLE,ACANTHUS MOLLIS
2339,CONYZA VELUTINA WHOLE,PONTEDERIA CORDATA
2340,CRITONIA CHRYSOCEPHALA WHOLE,CINNAMOMUM CAMPHORA
2341,COMMON CATTAIL WHOLE,SALIX BABYLONICA
2342,TRIFOLIUM PRATENSE INFLORESCENCE WHOLE,THONNINGIA SANGUINEA
2343,TECOMA ATROSANGUINEUM WHOLE,TYPHA DOMINGENSIS
2344,ATRIPLEX NUMMULARIA WHOLE,PICEA MARIANA
2345,WILD GENTIAN WHOLE,TURNERA DIFFUSA
2346,ANTHYLLIS BICOLOR WHOLE,SMILAX ROTUNDIFOLIA
2347,PAPAVER OFFICINALE WHOLE,VICIA SATIVA
2348,PARSLEY WHOLE,PERSICARIA PUNCTATA
2349,THYME-LEAFED GRATIOLA WHOLE,CAPSELLA BURSA-PASTORIS
2350,POLYSTICTUS NIGRICANS WHOLE,ERUCA VESICARIA
2351,SAMBUCUS CANADENSIS,ROSA DAMASCENA
2352,ARUM ITALICUM,TAMARINDUS INDICA
2353,GLAUCIUM LITTORALE WHOLE,THELYPTERIS KUNTHII
2354,ANDROPOGON MADERENSIS WHOLE,ORIGANUM MAJORANA
2355,SIDA HETEROCARPA WHOLE,ACHILLEA MILLEFOLIUM
2356,CAPSELLA BURSA WHOLE,EUGENIA BIFLORA
2357,GREAT BURDOCK,AFRAMOMUM MELEGUETA
2358,CANG-ZHU ATRACTYLODES [HOC],SAPOSHNIKOVIA DIVARICATA
2359,VERBASCUM MAJUS WHOLE,CORIANDRUM SATIVUM
2360,SMYRNIUM OLUSATRUM WHOLE,ULMUS RUBRA
2361,ULMUS PSEUDOSUBEROSA WHOLE,BIDENS PILOSA
2362,PAPAVER CORNUTUM WHOLE,TOONA SINENSIS
2363,SCUTELLARIA LATERIFLORA L.,HYGROPHILA COSTATA
2364,ROSA X DAMASCENA VARIEGATA WHOLE,SESAMUM RADIATUM
2365,OENANTHE AQUATICA [WHO-DD],KAVA
2366,ONONIS TRIFOLIATA WHOLE,AGELAEA PENTAGYNA
2367,CROTALARIA STRIATA WHOLE,SALIX BABYLONICA
2368,SWEET-TEA VINE WHOLE,TAMARIX CHINENSIS
2369,SALIX MATSUDANA [WHO-DD],CENTROSEMA VIRGINIANUM
2370,CICHORIUM CALLOSUM WHOLE,ASARUM CANADENSE
2371,IPOMOEA DUMOSA (BENTH.) L.O. WILLIAMS,ARECA CATECHU
2372,PRUNUS SEROTINA [WHO-DD],SPERMACOCE VERTICILLATA
2373,CERASUS CORNUTA WHOLE,BERBERIS VULGARIS
2374,DAPHNE GNIDIOIDES WHOLE,OCIMUM TENUIFLORUM
2375,CROTON STELLATOPILOSUS H.OHBA,EMILIA SONCHIFOLIA
2376,KALAHARI DEVIL'S CLAW WHOLE,ULMUS RUBRA
2377,CEDRUS LIBANI [WHO-DD],SAMBUCUS NIGRA
2378,SOLANUM PHOTEINOCARPUM WHOLE,FRAXINUS AMERICANA
2379,LILIUM CANDIDUM L.,ROSA DAMASCENA
2380,CINNAMOMUM TAQUETII WHOLE,JUNIPERUS VIRGINIANA
2381,CUMINUM HISPANICUM WHOLE,DIOSCOREA VILLOSA
2382,IPOMOEA PANDURATA WHOLE,PLUCHEA INDICA
2383,QUERCUS MINOR WHOLE,CAPSELLA BURSA-PASTORIS
2384,CASSIA BUCHANANII WHOLE,ECBALLIUM ELATERIUM
2385,CURCUMA VIRIDIFLORA WHOLE,ALLIUM PORRUM
2386,SALIX TRISTIS WHOLE,CORYDALIS BUNGEANA
2387,RUBUS BAILEYANUS WHOLE,FOMITOPSIS PINICOLA
2388,PSEUDOTSUGA MENZIESII (MIRB.) FRANCO,CELTIS LAEVIGATA
2389,LAUREL MAGNOLIA WHOLE,DELONIX REGIA
2390,POLYPORUS CINNAMOMEUS WHOLE,ERUCA VESICARIA
2391,CARYA OLIVIFORMIS WHOLE,CHIONANTHUS VIRGINICUS
2392,PTELEA SERRATA WHOLE,NASTURTIUM OFFICINALE
2393,PASSIFLORA RUBRICAULIS WHOLE,AMORPHA FRUTICOSA
2394,MALVA SYLVESTRIS WHOLE,DIOSCOREA VILLOSA
2395,CALLA VIRGINICA WHOLE,SENNA
2396,TOONA SINENSIS WHOLE,GINKGO BILOBA
2397,CORIANDRUM SATIVUM L.,TILIA AMERICANA
2398,BIDENS REFLEXA WHOLE,DIOSCOREA PRAEHENSILIS
2399,RUMEX CRISPUS WHOLE,EUCALYPTUS ODORATA
2400,THUJA DOUGLASII WHOLE,PSEUDARTHRIA HOOKERI
2401,SABAL CAROLINIANA WHOLE,ERYTHRINA CRISTA-GALLI
2402,TRIBULUS MURICATUS WHOLE,AFROHYBANTHUS ENNEASPERMUS
2403,VACCINIUM MISSOURIENSE WHOLE,QUERCUS ALBA
2404,HYPERICUM PERFORATUM [WHO-DD],CORNUS FLORIDA
2405,BRASSICA HISPIDA WHOLE,FRANGULA CAROLINIANA
2406,HEPATICA ACUTILOBA WHOLE,ARDISIA CRENATA
2407,ATRACTYLIS CHINENSIS WHOLE,CELTIS LAEVIGATA
2408,HORSENETTLE WHOLE,TILIA AMERICANA
2409,GALLITRICHUM ARVALE WHOLE,AZADIRACHTA INDICA
2410,ERYTHRINA CRISTA-GALLI L.,CARYA ALBA
2411,EUGENIA MEYERIANA WHOLE,CARYA ALBA
2412,WALLIA NIGRA WHOLEE,SCROPHULARIA UMBROSA
2413,ESCHSCHOLZIA RIGIDA WHOLE,CHIONANTHUS VIRGINICUS
2414,PHASEOLUS MAX WHOLE,ACHILLEA MILLEFOLIUM
2415,SOFTSTEM BULRUSH WHOLE,TURNERA DIFFUSA
2416,TRUMPET VINE WHOLE,ALLIUM MACROSTEMON
2417,ARTEMISIA KULBADICA WHOLE,ERIOBOTRYA JAPONICA
2418,TOXICODENDRON COPALLINUM WHOLE,HAMAMELIS VIRGINIANA
2419,FUMARIA MURALIFORMIS WHOLE,HELICHRYSUM ARENARIUM
2420,BAUHINIA PENINSULARIS WHOLE,CLINACANTHUS NUTANS
2421,DICTYOPUS EDULIS WHOLE,SCHOENOPLECTUS TABERNAEMONTANI
2422,ILEX LUZONICA WHOLE,NUPHAR LUTEA
2423,ZANTHOXYLUM SEPIARIUM WHOLE,PHYLLANTHUS AMARUS
2424,MOTHERDIE WHOLE,HELICHRYSUM ARENARIUM
2425,HYGROPHILA GUIANENSIS WHOLE,BACOPA MONNIERI
2426,GALIUM APARINE,SALVIA VERBENACA
2427,QUERCUS FALCATA WHOLE,RHEXIA VIRGINICA
2428,BUSHY BLUESTEM WHOLE,GENTIANA LUTEA
2429,BACOPA [HOC],LUPINUS PERENNIS
2430,ZANTHOXYLUM ARMATUM [WHO-DD],ORIGANUM ONITES
2431,LIMONIA OLIGANDRA WHOLE,TAMARIX CHINENSIS
2432,CENTRANTHUS RUBER WHOLE,VITIS ROTUNDIFOLIA
2433,FENNEL,ANDROPOGON VIRGINICUS
2434,MACLURA SIEBERI WHOLE,MEUM ATHAMANTICUM
2435,DIANTHUS MONTANUS WHOLE,NEPETA HINDOSTANA
2436,VIBURNUM LOBATUM WHOLE,EPIMEDIUM GRANDIFLORUM
2437,CORIANDRUM MAJUS WHOLE,ARECA CATECHU
2438,GLOSSOSTYLIS AVENSIS WHOLE,MENTHA PULEGIUM
2439,AGELAEA NITIDA WHOLE,CHRYSOPSIS MARIANA
2440,AMERICAN BUGLEWEED WHOLE,AGRIMONIA EUPATORIA
2441,NARDUS DACTYLOIDES WHOLE,FRAXINUS AMERICANA
2442,SMILAX HEDERIFOLIA WHOLE,TEPHROSIA VIRGINIANA
2443,CNICUS BENEDICTUS WHOLE,MIRACLE-FRUIT
2444,CARDUUS SPURIUS WHOLE,ROSA DAMASCENA
2445,MIKANIA MAZARUNIENSIS WHOLE,EUPATORIUM LINDLEYANUM
2446,LEMON BALM WHOLE,RANUNCULUS ACRIS
2447,WATERMELON [HOC],QUERCUS ILEX
2448,SALVIA FONTII WHOLE,CERATONIA SILIQUA
2449,OXYRIA DIGYNA WHOLE,SALIX BABYLONICA
2450,CARDUUS TOMENTOSUS WHOLE,MELISSA OFFICINALIS
2451,GLYCINE MAX (L.) MERR.,BACOPA MONNIERI
2452,PIAROPUS MESOMELAS WHOLE,THYMUS VULGARIS
2453,LAMP RUSH WHOLE,ANDROPOGON VIRGINICUS
2454,HOLOCHLOA ELATA WHOLE,GERANIUM WILFORDII
2455,GNAPHALIUM IMBABURENSE WHOLE,DIANTHUS CRENATUS
2456,CRATAEGUS MONOGYNA WHOLE,BAUHINIA DIVARICATA
2457,FICUS REGINA WHOLE,JUNCUS EFFUSUS
2458,ECHINACEA PURPUREA,SABAL MINOR
2459,RANUNCULUS BUERGERI WHOLE,AGELAEA PENTAGYNA
2460,NOTOPTERYGIUM INCISUM WHOLE,GALEGA OFFICINALIS
2461,NEPETA TENUIFOLIA BENTH.,CORDIA DENTATA
2462,XANTHIUM ECHINATUM WHOLE,KNAUTIA ARVENSIS
2463,AGELAEA UGANDENSIS WHOLE,CENTRANTHUS RUBER
2464,BLUMEA VELUTINA WHOLE,CAMPSIS RADICANS
2465,COLEUS SUBORBICULARIS WHOLE,SCOLYMUS HISPANICUS
2466,PSOROSPERMUM LEONENSE WHOLE,BARBERRY
2467,ALLIUM LEUCANTHUM WHOLE,EVENING PRIMROSE OIL
2468,HIPPOPHAE SALICIFOLIA D.DON,SCHISANDRA CHINENSIS
2469,HYPERICOIDES PERFORATA WHOLE,PANAX GINSENG
2470,LEPIDIUM ORBIGNYANUM WHOLE,SALVIA ROSMARINUS
2471,PSORALEA EGLANDULOSA WHOLE,BIXA ORELLANA
2472,ACER DRUMMONDII WHOLE,ROSA CANINA
2473,RICINUS MEGALOSPERMA WHOLE,CLEMATIS VILLOSA
2474,ABIES ALBA WHOLE,AMBROSIA ARTEMISIIFOLIA
2475,SALIX VILLARSIANA WHOLE,TURMERIC
2476,NETTLE,ONONIS SPINOSA
2477,PYRUS X NIVALIS WHOLE,GALIUM VERUM
2478,VERBASCUM OFFICINARUM WHOLE,SALVIA VERBENACA
2479,GLADIOLUS AFFINIS WHOLE,ILEX PARAGUARIENSIS
2480,FO TI WHOLE,QUERCUS NIGRA
2481,RUBUS NEONEFRENS WHOLE,MACLURA TINCTORIA
2482,JUGLANS SINENSIS WHOLE,CORDYCEPS MILITARIS
2483,CAPSELLA STENOCARPA WHOLE,CODONOPSIS PILOSULA
2484,FUSTICUS TINCTORIA WHOLE,ASARUM CANADENSE
2485,LEMON BEEBRUSH WHOLE,NYMPHAEA ODORATA
2486,VIRGINIA COWSLIP WHOLE,SALVIA SCLAREA
2487,TRIBULUS TERRESTRIS [HPUS],STILLINGIA SYLVATICA
2488,KUA DOMESTICA WHOLE,CINNAMOMUM CAMPHORA
2489,ROSA CURTICOLA WHOLE,TORMINALIS GLABERRIMA
2490,MEDICAGO BERTEROANA WHOLE,CARTHAMUS LANATUS
2491,ARISTOLOCHIA OBTUSATA WHOLE,PERSICARIA MACULOSA
2492,SNOW PEAR WHOLE,RIVINA HUMILIS
2493,ERYTHRAEA NANA WHOLE,BIDENS PILOSA
2494,PAPAVER SEGETALE WHOLE,ANTHYLLIS VULNERARIA
2495,FICUS ALBESCENS WHOLE,CAPSELLA BURSA-PASTORIS
2496,NESTYLIX VILLARSIANA WHOLE,MENTHA PULEGIUM
2497,RICINUS SCABER WHOLE,ANETHUM GRAVEOLENS
2498,GARDEN LOVAGE WHOLE,AGELAEA PENTAGYNA
2499,HIBISCUS OPULIFOLIUS WHOLE,PLATANTHERA PSYCODES
2500,FRAXINUS AMERICANA L.,NEUROLAENA LOBATA
2501,RUTA ALTERA WHOLE,ALLIUM CEPA
2502,MALVA MAJOR WHOLE,SENNA OBTUSIFOLIA
2503,MESOSPHAERUM LOPHANTHUS WHOLE,KNAUTIA ARVENSIS
2504,BAEUMERTA NASTURTIUM-AQUATICUM WHOLE,SYMPHYTUM OFFICINALE
2505,MUTELIA OFFICINALIS WHOLE,EUGENIA BIFLORA
2506,HORSE CHESTNUT WHOLE,VITIS VINIFERA
2507,CALYCOMELIA ALBA WHOLE,ELDERBERRY
2508,CARCHARHINUS LEUCAS,YUCCA FILAMENTOSA
2509,CORYDALIS RACEMOSA WHOLE,BRASSICA RAPA
2510,CUCUMIS ASININUS WHOLE,RHYNCHOSTYLIS RETUSA
2511,BUSHY BEARDGRASS WHOLE,CYCLAMEN HEDERIFOLIUM
2512,MYRTUS PALLENS WHOLE,MATRICARIA CHAMOMILLA
2513,SOLANUM ROHRII WHOLE,TRAMETES VERSICOLOR
