FAERS_drug_match,lookup_value
Paullinia cupana,"LAMALINE (PARACETAMIL, OPIUM, CAFFEINE) (LAMALINE /01708901/)"
Paullinia cupana,"LAMALINE (UNKNOWN) (CAFFEINE, PARACETAMOL, PAPAVER SOMNIEFERUM LATEX)"
Paullinia cupana,"LEMALINE (CAFFEINE, PARACETAMOL, ATROPA BELLADONA EXTRACT, PAPAVER SOM"
Paullinia cupana,LEMSIP COLD + FLU [CAFFEINE;PARACETAMOL;PHENY
Paullinia cupana,LEMSIP COLD + FLU [CAFFEINE;PARACETAMOL;PHENYLEPHRINE HYDROCHLORIDE]
Paullinia cupana,"LENOLTECH NO 3 (CAFFEINE, CODEINE, PARACETAMOL)"
Paullinia cupana,LERGIGAN (CAFFEINE\EPHEDRINE SULFATE\PROMETHAZINE HYDROCHLORIDE)
Paullinia cupana,"LERGIGAN COMP (CAFFEINE, PROMETHAZINE, HYDROCHLORIDE, EPHEDRINE SULFAT"
Paullinia cupana,"LONARID (AMOBARBITAL, CAFFEINE, CODEINE PHOSPHATE, OCTIBENZONIUM BROMI"
Paullinia cupana,LONARID (AMOBARBITAL/CAFFEINE/CODEINE PHOSPHATE/OCTIBENZONIUM BROMIDE/
Paullinia cupana,LONARID [AMOBARBITAL;CAFFEINE ;CODEINE PHOSPHATE;OCTIBENZONIUM BROMIDE
Paullinia cupana,LONARID [AMOBARBITAL;CAFFEINE;CODEINE PHOSPHATE;OCTIBENZONIUM BROMIDE;
Paullinia cupana,"LONARID (AMOBARTIBAL, CAFFEINE, CODEINE PHOSPHATE, OCTIBENZONIUM BROMI"
Paullinia cupana,LONARID [CAFFEINE;CODEINE PHOSPHATE;PARACETAMOL]
Paullinia cupana,"LONARID-N (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)"
Paullinia cupana,MAGNECYL-CAFFEINE
Paullinia cupana,MA HUANG/CAFFEINE
Paullinia cupana,"MALVITONA (CAFFEINE, DEXPANTHENOL, NICOTINAMIDE, PYRIDOXINE HYDROCHLOR"
Paullinia cupana,MALVITONA (CAFFEINE/DEXPANTHENOL/NICOTINANIDE/PYRIDOXINE HYDROCHLORIDE
Paullinia cupana,MEDIQUE CCP CAFFEINE FREE
Paullinia cupana,MERSYNDOL [CAFFEINE;CODEINE PHOSPHATE;DOXYLAMINE SUCCINATE;PARACETAMOL
Paullinia cupana,"MERSYNDOL /OLD FORM/ (CODEINE PHOSPHATE, CAFFEINE, PARACETAMOL, DOXYLA"
Paullinia cupana,METAMIZOLE/ORPHENADRINE/CAFFEINE
Paullinia cupana,"MIDOL (ACETYLSALICYLIC ACID, CAFFEINE CINNAMEDRINE)"
Paullinia cupana,"MIDOL [ACETYLSALICYLIC ACID,CAFFEINE,CINNAMEDRINE]"
Paullinia cupana,MIDOL [ACETYLSALICYLIC ACID;CAFFEINE;CINNAMEDRINE HYDROCHLORIDE]
Paullinia cupana,"MIDOL (ACETYLSALICYLIC ACID, CAFFEINE, CINNAMEDRINE, PHENACETIN)"
Paullinia cupana,"MIDOL [ACETYLSALICYLIC ACID,CAFFEINE,CINNAMEDRINE,PHENACETIN]"
Paullinia cupana,MIDOL [ACETYLSALICYLIC ACID;CAFFEINE;CINNAMEDRINE;PHENACETIN]
Paullinia cupana,"MIDOL [CAFFEINE,MEPYRAMINE MALEATE,PARACETAMOL]"
Paullinia cupana,MIDOL [CAFFEINE;MEPYRAMINE MALEATE;PARACETAMOL]
Paullinia cupana,MIGRAINE [ACETYLSALICYLIC ACID;CAFFEINE;PARACETAMOL]
Paullinia cupana,"MIGRAINEX (CAFFEINE, PARACETAMIL, PHENYLEPHRINE HYDROCHLORIDE)"
Paullinia cupana,"MIGRAINEX (CAFFEINE, PARACETAMOL, PHENYLEPHRINE HYDROCHLORIDE)"
Paullinia cupana,"MIGRALGINE (AMYLOCAINE HYDROCHLORIDE, CAFFEINE, CODEINE, PHENAZONE)"
Paullinia cupana,"MIGRALGINE (AMYLOCAINE HYDROCHLORIDE/CAFFEINE/CODEINE/PHENAZONE, )"
Paullinia cupana,MIGRALGINE NOS (ACETAMINOPHEN\CAFFEINE\CODEINE PHOSPHATE)
Paullinia cupana,MIGRANIN (CAFFEINE/CITRIC ACID/PHENAZONE)
Paullinia cupana,MIGRANOL [ATROPINE SULFATE;CAFFEINE;NICOTINIC ACID;PAPAVERINE HYDROCHL
Paullinia cupana,"MIGRANOL (CAFFEINE, ERGOTAMINE TARTRATE, MECLIZINE HYDROCHLORIDE)"
Paullinia cupana,MIGRANOL [CAFFEINE;ERGOTAMINE TARTRATE;METAMIZOLE SODIUM]
Paullinia cupana,MIGREN - ACETAMINOPHEN/DIHYDROERGOTAMINE/CAFFEINE
Paullinia cupana,"MIGRIL (CAFFEINE, CYCLIZINE HYDROCHLORIDE, ERGOTAMINE TARTRATE)"
Paullinia cupana,"MIO-CITALGAN (CAFFEINE, CARISOPRODOL, PARACETAMOL, VITAMIN B NOS)"
Paullinia cupana,MIOFLEX A (ACETAMINOPEN/CAFFEINE/CARISOPRODOL/DICLOFENAC SODIUM)
Paullinia cupana,"NEOCIBALENA (NCH)(CAFFEINE CITRATE, ACETYLSALICYLIC ACID, ACETAMINOPHE"
Paullinia cupana,"NEO-CIBALGINA (NCH)(CAFFEINE CITRATE, ACETYLSALICYLIC ACID, ACETAMINOP"
Paullinia cupana,"NEO-CIBALGIN (NCH) (CAFFEINE CITRATE, A ETYLSALICYLIC ACID, ACETAMINOP"
Paullinia cupana,NEOSALDINA (CAFFEINE (+) DIPYRONE (+) ISOMETHEPTENE HYDROCHLORIDE)
Paullinia cupana,NEOSALDINA (CAFFEINE + DYPIRONE + ISOMETHEPTEN) (NEOSAL-N)
Paullinia cupana,NEOSALDINA [CAFFEINE;ISOMETHEPTENE HYDROCHLORIDE;METAMIZOLE SODIUM]
Paullinia cupana,"NEOSALDINA (CAFFEINE, ISOMETHEPTENE, METAMIZOLE SODIUM)"
Paullinia cupana,NEOSALDINA [CAFFEINE;ISOMETHEPTENE MUCATE;METAMIZOLE SODIUM]
Paullinia cupana,"NEOSALDINA (METAMIZOLE, CAFFEINE, ISOMETHEPTENE) (METAMIZOLE, CAFFEINE, ISOMETHEPTENE)"
Paullinia cupana,"NEOSALEDINA (METAMIZOLE SODIUM, ISOMETHEPTENE, CAFFEINE)"
Paullinia cupana,NEURALGIN [ACETYLSALICYLIC ACID;CAFFEINE;PARACETAMOL]
Paullinia cupana,NEURALGIN (ASPIRIN\CAFFEINE\PHENACETIN)
Paullinia cupana,"NOGESIC FORTE (ACETYLSALICYLIC ACID, CAFFEINE, ORPHENADRINE CITRATE)"
Paullinia cupana,"NORGESIC (ACETYLSALICYLIC ACID, CAFFEINE, ORPHENADINE CITRATE)"
Paullinia cupana,"NORGESIC [ACETYLSALICYLIC ACID,CAFFEINE,ORPHENADRINE CITRATE]"
Paullinia cupana,NORGESIC [ACETYLSALICYLIC ACID;CAFFEINE;ORPHENADRINE CITRATE]
Paullinia cupana,NORGESIC [ACETYLSALICYLIC ACID;CAFFEINE;ORPHENADRINE CITRATE;PHENA
Paullinia cupana,"NORGESIC (CAFFEINE,ORPHENADRINE CITRATE,PROPYPHENAZONE)"
Paullinia cupana,"NORGESIC FORTE (ACETYLSALICYLIC ACID, CAFFEINE, ORPHENADRINE CITRATE)"
Paullinia cupana,"NORGESIC /USA/ (ACETYLSALICYLIC ACID, CAFFEINE, ORPHENADRINE CITRATE)"
Paullinia cupana,NOVALGIN (ACETAMINOPHEN (+) CAFFEINE (+) PROPYPHENAZONE)
Paullinia cupana,NOVALGIN (ACETAMINOPHEN\CAFFEINE\PROPYPHENAZONE)
Paullinia cupana,NOVALGIN [CAFFEINE;PARACETAMOL;PROPYPHENAZONE]
Paullinia cupana,OPTALIDON [CAFFEINE\ERGOTAMINE]
Paullinia cupana,ORPHENADRINE-ASPIRIN-CAFFEINE
Paullinia cupana,ORPHENADRINE/METAMIZOL/CAFFEINE
Paullinia cupana,ORPHENADRINE/METAMIZOLE/CAFFEINE
Paullinia cupana,ORPHENADRINE W/ASA/CAFFEINE
Paullinia cupana,"PABRON  (CAFFEINE, CARBINOXAMINE MALEATE, DEXTROMETHORPHAN HYDROBROMID"
Paullinia cupana,"PABRON (CAFFEINE, CARBINOXAMINE MALEATE, DEXTROMETHORPHAN HYDROBROMIDE"
Paullinia cupana,"PABRON S (SALICYLAMIDE, ACETAMINOPHEN, ANHYDROUS CAFFEINE, ETC)"
Paullinia cupana,PA [CAFFEINE;PARACETAMOL;PROMETHAZINE METHYLENE DISALICYLATE;SALIC
Paullinia cupana,"PA (CAFFEINE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE, SALICY"
Paullinia cupana,PA (CAFFEINE/PARACETAMOL/PROMETHAZINE METHYLENE DISALICYLATE/SALICYLAM
Paullinia cupana,"PA (CAFFEINE, SALICYLAMIDE, PARACETAMOL, PROMETHAZINE METHYLENE DISALI"
Paullinia cupana,PAIN RELIEF WITH CAFFEINE
Paullinia cupana,"PALGIN (AMINOPHENAZONE, CAFFEINE, GUARANA, PHENACETIN, PHENAZONE)"
Paullinia cupana,PANADEINE (ACETAMINOPHEN (+) CAFFEINE (+) CODEINE PHOSPHATE)
Paullinia cupana,PANADOL FORTE [CAFFEINE;PARACETAMOL]
Paullinia cupana,"PANLOR DC                (CAFFEINE, DIHYDROCODEINE BITARTRATE, PARACET"
Paullinia cupana,"PANLOR DC (CAFFEINE, DIHYDROCODEINE BITARTRATE, PARACETAMOL)"
Paullinia cupana,"PANLOR SS (CAFFEINE, DIHYDROCODEINE BITARTRATE, PARACETAMOL)"
Paullinia cupana,PANPYRIN [ACETAMINOPHEN\CAFFEINE\CHLORPHENIRAMINE\ETHENZAMIDE]
Paullinia cupana,PARACETAMOL 500 MG AND CAFFEINE 65 MG 16028/0158
Paullinia cupana,"PARACETAMOL, ACETYLSALICYLIC ACID, CAFFEINE"
Paullinia cupana,PARACETAMOL/ACETYLSALICYLIC ACID/CAFFEINE
Paullinia cupana,PARACETAMOL/AMINOPHENAZONE/CAFFEINE/CHLORPHENAMINE MALEATE
Paullinia cupana,PARACETAMOL+ASA+CAFFEINE (THOMAPYRIN N)
Paullinia cupana,PARACETAMOL/BUTALBITAL/CAFFEINE
Paullinia cupana,PARACETAMOL + CAFFEINE
Paullinia cupana,PARACETAMOL/CAFFEINE
Paullinia cupana,PARACETAMOL/ CAFFEINE
Paullinia cupana,PARACETAMOL+CAFFEINE
Paullinia cupana,"PARACETAMOL, CAFFEINE AND CARISOPRODOL (DORILAX)"
Paullinia cupana,PARACETAMOL/CAFFEINE  (CAFFEINE/PARACETAMOL)
Paullinia cupana,"PARACETAMOL/CAFFEINE (CAFFEINE, PARACETAMOL)"
Paullinia cupana,"PARACETAMOL, CAFFEINE, CODEINE"
Paullinia cupana,PARACETAMOL/ CAFFEINE/ CODEINE
Paullinia cupana,PARACETAMOL/CAFFEINE/CODEINE
Paullinia cupana,PARACETAMOL / CAFFEINE / CODEINE PHOSPHATE
Paullinia cupana,"PARACETAMOL (CAFFEINE, CODEINE PHOSPHATE)"
Paullinia cupana,PARACETAMOL-CAFFEINE-CODEINE PHOSPHATE
Paullinia cupana,PARACETAMOL/CAFFEINE/DIHYDROCODEINE
Paullinia cupana,PARACETAMOL/CAFFEINE/OPIUM
Paullinia cupana,PARACETAMOL/ CAFFEINE/ PHENYLEPHRINE HYDROCHLORIDE
Paullinia cupana,PARACETAMOL + CAFFEINE + PHENYLEPHRINE HYDROCHLORIDE + CHLORPHENIRAMIN
Paullinia cupana,PARACETAMOL/CAFFEINE/SALICYLAMIDE/PROMETHAZINE METHYLENE DISALICYLATE
Paullinia cupana,PARACETAMOL+CAFFEINE SANDOZ
Paullinia cupana,PARACETAMOL + CARISOPRODOL + ANHYDROUS CAFFEINE (TORSILAX)
Paullinia cupana,PARACETAMOL / CARISOPRODOL / SODIUM DICLOFENAC / ANHYDROUS CAFFEINE
Paullinia cupana,PARACETAMOL / CARISOPRODOL / SODIUM DICLOFENAC / ANHYDROUS CAFFEINE (T
Paullinia cupana,PARACETAMOL + CODEINE + CAFFEINE
Paullinia cupana,"PARACETAMOL, CODEINE PHOSPHATE, CAFFEINE"
Paullinia cupana,PARACETAMOL/CODEINE PHOSPHATE/ CAFFEINE ANHYDRATE/MEPROBAMATE
Paullinia cupana,"PARACETAMOL, DIHYDROCODEINE, METHYLEPHEDRINE HYDROCHLORIDE, CAFFEINE"
Paullinia cupana,PARACETAMOL + OPIUM + CAFFEINE
Paullinia cupana,PARACETAMOL/OPIUM/CAFFEINE
Paullinia cupana,PARACETAMOL/PIPERYLONE MALEATE/CODEINE PHOSPHATE/CAFFEINE
Paullinia cupana,PARACETAMOL W/CAFFEINE
Paullinia cupana,PARACETAMOL W/CAFFEINE/CARISOPRODOL/DICLOFENA
Paullinia cupana,PARACETAMOL W/CAFFEINE W/CODEINE
Paullinia cupana,PARACETAMOL W/CODEINE/CAFFEINE
Paullinia cupana,PELEX (ACETAMINOPHEN/ANHYDROUS CAFFEINE/CHLORPHENIRAMINE MALEATE/SALIC
Paullinia cupana,PELEX (ACETAMINOPHEN\CAFFEINE\CHLORPHENIRAMINE MALEATE\SALICYLAMIDE)
Paullinia cupana,"PELEX (CAFFEINE, CHLORPHENAMINE MALEATE, PARACETAMOL, SALICYLAMIDE)"
Paullinia cupana,PELEX [CAFFEINE;CHLORPHENAMINE MALEATE;PARACETAMOL;SALICYLAMIDE]
Paullinia cupana,"PELEX (CAFFEINE, SALICYLAMIDE, PARACETAMOL, CHLORPHENAMINE MALEATE)"
Paullinia cupana,PENZAL (ACETAMINOPHEN (+) CAFFEINE (+) DEANOL TARTRATE (+) PROPYPHENAZ
Paullinia cupana,"PERCODAN /00090001/ (ACETYLSALICYLIC ACID, CAFFEINE, HOMATROPINE TEREP"
Paullinia cupana,"PERCODAN (ACETYLSALICYLIC ACID, CAFFEINE, HOMATROPINE TEREPHATHALATE,"
Paullinia cupana,"PERCODAN (ACETYLSALICYLIC ACID, CAFFEINE, HOMATROPINE TEREPHTHALATE, O"
Paullinia cupana,PERCODAN [ACETYLSALICYLIC ACID;CAFFEINE;HOMATROPINE TEREPHTHALATE;OXYC
Paullinia cupana,"PERCODAN (ACETYLSALICYLIC ACID, CAFFEINE, PHENACETIN, OXYCODONE HYDROC"
Paullinia cupana,"PERDOLAN (ACETYLSALICYLIC ACID, BROMISOVAL, CAFFEINE, CARBROMAL,CODEIN"
Paullinia cupana,"PHARMATON (CAFFEINE, DISODIUM METHANEARSONATE, NICOTINAMIDE, PYRIDOXIN"
Paullinia cupana,PHENOBARBITAL/GLYCERYL TRINITRATE/CAFFEINE CITRATE
Paullinia cupana,PHENOBARBITAL/PHENYTOIN/CAFFEINE/SODIUM BENZOATE
Paullinia cupana,PI (CAFFEINE/PARACETAMOL/PROMETHAZINE METHYLENE DISALICYLATE/SALCYLAMI
Paullinia cupana,PL (ACETAMINOPHEN + CAFFEINE + METHYLENEDISALICYLIC ACID + PROMETHAZIN
Paullinia cupana,PL (CAFFEINE + METHYLENEDISALICYLIC ACID + PARACETAMOL + PROMETHAZINE + SALICYLAMIDE)
Paullinia cupana,PL (CAFFEINE/PARACETAMOL/PROMETHAZINE METHYLENE DISALICYLATE/SALICYLAM
Paullinia cupana,"PL (CAFFEINE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE, SALICYLAMIDE)"
Paullinia cupana,"PL (CAFFEINE, SALICYLAMIDE, PARACETAMOL, PROMETHAZINE) (CAFFEINE, SALI"
Paullinia cupana,"PL CAFFEINE, SALICYLAMIDE, PARACETAMOL, PROMETHAZINE) (CAFFEINE, SALIC"
Paullinia cupana,"PL (CAFFEINE, SALICYLAMIDE, PARACETAMOL, PROMETHAZINE METHYLENE DISALI"
Paullinia cupana,"PL (CAFFEINE, SALICYLAMIDE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE)"
Paullinia cupana,"PL (CAFFEINE, SALICYLAMIDE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE) (GRANULES) (CAFFEINE, SALICYLAMIDE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE)"
Paullinia cupana,"PLEXON (CAFFEINE, PROPYPHENAZONE, BUCETIN, APROBARBITAL)"
Paullinia cupana,"PL GRAN. (CAFFEINE, PARACETAMOL, PROMEHAZINE METHYLENE DISALICYLATE, S"
Paullinia cupana,"PL GRAN, (CAFFEINE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE,"
Paullinia cupana,"PL GRAN. (CAFFEINE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE,"
Paullinia cupana,"PL GRAN. (CAFFEINE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE)"
Paullinia cupana,"PL GRAN (CAFFEINE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE, S"
Paullinia cupana,"PL GRAN.(CAFFEINE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE, S"
Paullinia cupana,"PL GRAN. (CAFFEINE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE, SALICYLAMIDE)"
Paullinia cupana,"PL GRAN (CAFFEINE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE, SALICYLAMIDE) GRANULE"
Paullinia cupana,"PL GRAN. (CAFFEINE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE, SALICYLAMIDE) GRANULE"
Paullinia cupana,"PL GRAN. (CAFFEINE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE, SALICYLAMIDE) GRANULES"
Paullinia cupana,"PL GRAN        (CAFFEINE, PRACETAMOL, PROMETHAZINE METHYLENE DISALICYL"
Paullinia cupana,"PL GRAN (CAFFEINE, PROMETHAZINE METHYLENE DISALICLATE, SALICYLAMIDE)"
Paullinia cupana,"PL GRAN. (CAFFEINE, PROMETHAZINE METHYLENE, DISALICYLATE, SALICYLAMIDE"
Paullinia cupana,"PL GRAN(CAFFEINE, PROMETHAZINE METHYLENE DISALICYLATE, SALICYLAMIDE)"
Paullinia cupana,"PL GRAN. (CAFFEINE, SALICYLAMIDE, PARACETAMOL, PROMETHAZINE METHYLENE"
Paullinia cupana,"PL GRAN (CAFFEINE, SALICYLAMIDE, PARACETAMOL, PROMETHAZINE METHYLENE D"
Paullinia cupana,"PL GRAN. (CAFFEINE, SALICYLAMIDE, PARACETAMOL PROMETHAZINE METHYLENE D"
Paullinia cupana,"PL GRAN (CAFFEINE SALICYLAMIDE, PARACETAMOL; PROMETHAZINE METHYLENE DI"
Paullinia cupana,"PL GRAN(CAFFEINE, SALICYLAMIDE, PARCETAMOL, PROMETHAZINE HYDROCHLORIDE"
Paullinia cupana,"PL GRAN (CAFFEINE, SALKICYLAMIDE, PARACETAMOL, PROMETHAZINE METHYLENE"
Paullinia cupana,"PL GRANULES (ACETAMINOPHEN, CAFFEINE, PROMETHAZINE METHYLENE DISALICYL"
Paullinia cupana,PL GRANULE(SALICYLAMIDE/ACETAMINOPHEN/CAFFEINE/PROMETHAZINE)
Paullinia cupana,PLIVADON (CAFFEINE/PHENACETIN/PROPYPHENAZONE)
Paullinia cupana,PLIVADON (CAFFEINE\PHENACETIN\PROPYPHENAZONE)
Paullinia cupana,"PL (PA) (CAFFEINE, SALICYLAMIDE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE)"
Paullinia cupana,"PL (SALICYLAMIDE, ACETAMINOPHEN, AMHYDROUS CAFFEINE, PROMETHAZINE METH"
Paullinia cupana,PL (SALICYLAMIDE; ACETAMINOPHEN; ANHYDROUS CAFFEINE; PROMETHAZINE METH
Paullinia cupana,PL (SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE METHYLE
Paullinia cupana,PL (SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE METHYLENEDISALICYLATE)
Paullinia cupana,"PL (SALICYLAMIDE/ACETAMINOPHEN,ANHYDROUS/CAFFEINE/PROMETHEZINE METHYLE"
Paullinia cupana,PL (SALICYLAMIDE/ACETAMINOPHEN/CAFFEINE/PROMETHAZINE METHYLEN)
Paullinia cupana,PL (SALICYLAMIDE/ACETAMINOPHEN/CAFFEINE/PROMETHAZINE METHYLENEDISALICY
Paullinia cupana,PL (SALICYLAMIDE/APAP/CAFFEINE/PROMETHAZINE)
Paullinia cupana,PL (SALICYLAMIDE/CAFFEINE/PROMETHAZINE)
Paullinia cupana,POWDER OF OPIUM/CAFFEINE/PARACETAMOL
Paullinia cupana,"PROLAMINE (CAFFEINE, PHENYLPROPANOLAMINE HYDROCHLORIDE)"
Paullinia cupana,PRONTALGINE (ACETAMINOPHEN (+) AMOBARBITAL (+) CAFFEINE (+) CODEINE PH
Paullinia cupana,PRONTALGINE (ACETAMINOPHEN\CAFFEINE\CODEINE PHOSPHATE)
Paullinia cupana,PRONTALGINE (AMOBARBITAL\CAFFEINE\CODEINE PHOSPHATE\PARACETAMOL)
Paullinia cupana,PRONTALGINE [AMOBARBITAL;CAFFEINE;CODEINE PHOSPHATE;PARACETAMOL]
Paullinia cupana,PRONTALGINE [CAFFEINE;CODEINE PHOSPHATE HEMIHYDRATE;PARACETAMOL]
Paullinia cupana,"PROPAIN (NGX) (PARACETAMOL, CODEINE, DIPHENHYDRAMINE, CAFFEINE) CAPLET"
Paullinia cupana,"PROPAIN (NGX) (PARACETAMOL, CODEINE, DIPHENHYDRAMINE, CAFFEINE) UNKNOW"
Paullinia cupana,PROPFAN (CAFFEINE/CARBASALATE CALCIUM/CHLORPHENAMINE MALEATE/DEXTROPRO
Paullinia cupana,"PROPOFAN /00765201/(CAFFEINE, CARBASALATE CALCIUM, CHLORPHENAMINE MALE"
Paullinia cupana,"PROPOFAN /01607901/ CAFFEINE, DEXTROPROPOXYPHENE, PARACETAMOL)"
Paullinia cupana,"PROPOFAN /01607901/ (CAFFEINE, DEXTROPROPOXYPHENE, PARACETAMOL) TABLET"
Paullinia cupana,PROPOFAN (ACETAMINOPHEN (+) CAFFEINE (+) PROPOXYPHENE HYDROCHLORIDE)
Paullinia cupana,"PROPOFAN (ACETAMINOPHEN, CAFFEINE, PROPOXYPHENE HYDROCHLORIDE)"
Paullinia cupana,PROPOFAN (ASPIRIN (+) CAFFEINE (+) PROPOXYPHENE HYDROCHLORIDE)
Paullinia cupana,"PROPOFAN (CAFFEINE , CARBASALATE CALCIUM"
Paullinia cupana,"PROPOFAN (CAFFEINE, CARBASALATE CALCIUM, CHLORPHENAMINE MALEATE, DEXTR"
Paullinia cupana,PROPOFAN (CAFFEINE/CARBASALATE CALCIUM/CHLORPHENAMINE MALEATE/DEXTROPR
Paullinia cupana,"PROPOFAN (CAFFEINE, CARBASALATE CALCIUM, CHLORPHENIRAMINE MALEATE, DEX"
Paullinia cupana,PROPOFAN (CAFFEINE/CARBASALATE CALCUM/CHLORPHENAMINE MALEATE/DEXTROPRO
Paullinia cupana,PROPOFAN (PARACETAMOL/CAFFEINE/DEXTROPOPXYPHENE)
Paullinia cupana,PROPOFAN (PARACETAMOL/CAFFEINE/DEXTROPROPOXYPHENE)
Paullinia cupana,PROPOFAN (PARACETAMOL/CAFFEINE/DEXTROPROPOXYPHENE)- TABLET - 457 MG
Paullinia cupana,PROPOXY-N/APAP/ CAFFEINE
Paullinia cupana,PROPOXYPHE HYDROCHLORIDE ASPIRIN PHENACETIN AND CAFFEINE CAP
Paullinia cupana,PROPOXYPHENE/ASA/CAFFEINE
Paullinia cupana,PROPOXYPHENE COMPOUND (ACETYLSALICYLIC ACID/CAFFEINE/DEXTROPROPOXYPHEN
Paullinia cupana,PROPOXYPHENE HCL+APAP+CAFFEINE
Paullinia cupana,PROPOXYPHENE HCL+ASA+CAFFEINE
Paullinia cupana,PROPYPHENAZONE/DIHYDROERGOTAMINE/CAFFEINE
Paullinia cupana,PURE LEAF ICED TEA CAFFEINE FREE
Paullinia cupana,"PYNSTOP (CODEINE PHOSPHATE, CAFFEINE, PARACTAMOL, DOXYLAMINE SUCCINATE)"
Paullinia cupana,RASPBERRY KETONES/CAFFEINE AND RESVERATROL
Paullinia cupana,RED BULL ENERGY DRINK (CAFFEINE AND CATHECHOLAMINES)
Paullinia cupana,SALICYLAMIDE/ACETAMIN/CAFFEINE/PROMETHAZINE
Paullinia cupana,SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE
Paullinia cupana,SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/CHLORPHENIRAMINE MALEATE
Paullinia cupana,SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE
Paullinia cupana,"SALICYLAMIDE, ACETAMINOPHEN, ANHYDROUS CAFFEINE, PROMETHAZINE METHYLE"
Paullinia cupana,SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE METHYLENEDI
Paullinia cupana,SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE/METHYLENEDI
Paullinia cupana,"SALICYLAMIDE, ACETAMINOPHEN, CAFFEINE, PROMETHAZINE, METHYLENEDISALIC"
Paullinia cupana,SALICYLARNIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE METHYLENEDISALICYLATE
Paullinia cupana,SARIDON [ACETAMINOPHEN\CAFFEINE]
Paullinia cupana,"SARIDON [CAFFEINE,PARACETAMOL]"
Paullinia cupana,SARIDON [CAFFEINE;PARACETAMOL;PROPYPHENAZONE]
Paullinia cupana,"SARIDONE (CAFFEINE, PHENACETIN, PROPYHENAZONE)"
Paullinia cupana,"SEDES (AMINOPHENAZONE, CAFFEINE, PHENACETIN, CYCLOBARBITAL AMINOPHENAZONE)"
Paullinia cupana,SEDILAX (CAFFEINE + CARISOPRODOL + PARACETAMOL + DICLOFENAC SODIUM)
Paullinia cupana,"SEDILAX (CAFFEINE, CARISOPRODOL, SODIUM DICLOFENAC, PARACETAMOL)"
Paullinia cupana,"SEVEDOL (ACETYLSALICYLIC ACID, CAFFEINE, PARACETAMOL)"
Paullinia cupana,SG (ACETAMINOPHEN\APRONALIDE\CAFFEINE\PROPYPHENAZONE)
Paullinia cupana,SHIN LULU A GOLD (BELLADONNA/BENFOTIAMINE/CAFFEINE/CLEMASTINE FUMARATE
Paullinia cupana,SHIN LULU A GOLD DX (ACETAMINOPHEN\BELLADONNA\BENFOTIAMINE\BROMHEXINE\CAFFEINE\CLEMASTINE\DIHYDROCODEINE\METHYLEPHEDRINE\NOSCAPINE\TRANEXAMIC ACID)
Paullinia cupana,SIMETRIDE/ANDYROUS CAFFEINE
Paullinia cupana,SIMETRIDE ANHYDROUS CAFFEINE
Paullinia cupana,SOLPADEINE (ACETAMINOPHEN\CAFFEINE\CODEINE PHOSPHATE)
Paullinia cupana,"SOLPADEINE (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)"
Paullinia cupana,SOLPADEINE (CAFFEINE/CODEINE PHOSPHATE/PARACETAMOL)
Paullinia cupana,SOLPADEINE [CAFFEINE;CODEINE PHOSPHATE;PARACETAMOL]
Paullinia cupana,"SOLPADEINE (CODEINE PHOSPHATE, CAFFEINE, PARACETAMOL)"
Paullinia cupana,SOMA (ACETAMINOPHEN + ANHYDROUS CAFFEINE + CHLORZOXAZONE + THIAMINE DI
Paullinia cupana,SOMA (ACETAMINOPHEN (+) CAFFEINE (+) CHLORZOXAZONE (+) THIAMINE DISULF
Paullinia cupana,SOMA (*AMPICILLIN/*AMPICILLIN SODIUM/*CAFFEINE/*CARISOPRODOL/*CHLORZOX
