FAERS_drug_match,lookup_value,indi_pt
CANNABIS SATIVA SUBSP. INDICA TOP,Hemp extract,Headache
CANNABIS SATIVA SUBSP. INDICA TOP,Hemp extract,Multiple sclerosis
CANNABIS SATIVA SUBSP. INDICA TOP,Hemp extract,Wound complication
CANNABIS SATIVA SUBSP. INDICA TOP,Hemp extract,Accidental exposure to product
CANNABIS SATIVA SUBSP. SATIVA FLOWERING TOP,Hemp extract,Multiple sclerosis
CANNABIS SATIVA SUBSP. SATIVA FLOWERING TOP,Hemp extract,Nausea
CANNABIS SATIVA SUBSP. SATIVA FLOWERING TOP,Hemp extract,Pain
CANNABIS SATIVA SUBSP. SATIVA FLOWERING TOP,Hemp extract,Product used for unknown indication
CANNABIS SATIVA SUBSP. SATIVA FLOWERING TOP,Hemp extract,Psoriatic arthropathy
CANNABIS SATIVA EXTRACT,Hemp extract,Product used for unknown indication
CANNABINIODS,Hemp extract,Product used for unknown indication
CANNABINIODS,Hemp extract,Drug use for unknown indication
CANNABIOL,Hemp extract,Product used for unknown indication
CANNIBAL,Hemp extract,
CANNIBIDIOL OIL,Hemp extract,
CANNIBIS,Hemp extract,
CANNIMED OIL,Hemp extract,
CBD EXTRACT,Hemp extract,
HEMPWORX,Hemp extract,
"MARIJUANA, N.O.S",Hemp extract,Product used for unknown indication
CANABIS LOTION,Hemp extract,
CANNABIS BEDICA,Hemp extract,
CANNABIS LOTIONS,Hemp extract,Musculoskeletal pain
CANNABIS RESIN,Hemp extract,Product used for unknown indication
CANNABIS SMOKING,Hemp extract,
CANNABIS SPRAY,Hemp extract,
CANNABIS TEA,Hemp extract,Pain
CANNABIS VAPING,Hemp extract,
AESCULUS HIPPOCASTANUM,Horse-chestnut,Product used for unknown indication
AESCULUS HIPPOCASTANUM,Horse-chestnut,Cardiovascular insufficiency
AESCULUS HIPPOCASTANUM,Horse-chestnut,Haemorrhoids
AESCULUS HIPPOCASTANUM,Horse-chestnut,Cardiovascular disorder
AESCULUS HIPPOCASTANUM,Horse-chestnut,Peau d'orange
AESCULUS HIPPOCASTANUM,Horse-chestnut,Calculus ureteric
AESCULUS HIPPOCASTANUM,Horse-chestnut,Varicose vein
AESCULUS HIPPOCASTANUM,Horse-chestnut,Amnesia
HORSECHESNUT,Horse-chestnut,
HORSECHESTNUT,Horse-chestnut,
AESCULUS HIPPOCASTANUS,Horse-chestnut,
AESCULUS HIPPOCATANUM,Horse-chestnut,
HORSE CHESTINE,Horse-chestnut,
HORSE CHESTIN CAP,Horse-chestnut,
CURCUM EVAIL,Karcura,Product used for unknown indication
CURCUM EVAIL,Karcura,Inflammation
TARAXACUM OFFICINALE,Lion's tooth,Weight decreased
TARAXACUM OFFICINALE,Lion's tooth,Product used for unknown indication
TARAXACUM OFFICINALE,Lion's tooth,Pustular psoriasis
TARAXACUM OFFICINALE,Lion's tooth,Supplementation therapy
TARAXACUM OFFICINALE,Lion's tooth,Nutritional supplementation
TARAXACUM OFFICINALE,Lion's tooth,Glomerulonephritis
TARAXACUM OFFICINALE,Lion's tooth,Hypertension
TARAXACUM OFFICINALE,Lion's tooth,Phytotherapy
DABDELION,Lion's tooth,
DANDALION ROOT,Lion's tooth,
DANDILION ROOT,Lion's tooth,
TARAXACUM OFFICINALE 2X,Lion's tooth,
TARAXACUM OFFICINALIS,Lion's tooth,
TARAXACUM?OFFICINALIS,Lion's tooth,
LEPIDIUM MEYENI I,Maca,
LIPEDIUM MEYENII,Maca,
GYMNEMA,Miracle-fruit,
GYMNEMA SYLVESTER,Miracle-fruit,
GYMNEMA SYLVESTRA,Miracle-fruit,
MORINAGA,Moringa,Product used for unknown indication
MERINGA OLIFERA,Moringa,
HORSERADISH,Moringa,Product used for unknown indication
HORSE-RADISH,Moringa,Phytotherapy
HORSE-RADISH,Moringa,Prophylaxis
HORSERADISH.,Moringa,
MORINGA TEA,Moringa,Cystic fibrosis respiratory infection suppression
BURBOCK ROOT,Niu bang zi,Cardiac disorder
BURDICK WOOD,Niu bang zi,
ASIAN GINSENG,Panax ginseng,Parkinson's disease
ASIAN GINSENG,Panax ginseng,Erectile dysfunction
ASIAN GINSENG,Panax ginseng,Diabetes mellitus
ASIAN GINSENG,Panax ginseng,Medical diet
ASIAN GINSING,Panax ginseng,
BIN HAN GINSENG,Panax ginseng,
KOREA GINSENG,Panax ginseng,Product used for unknown indication
KOREAN GINSENG,Panax ginseng,Product used for unknown indication
KOREAN GINSENG,Panax ginseng,Memory impairment
KOREAN GINSENG,Panax ginseng,General physical condition
KOREAN GINSENG,Panax ginseng,Routine health maintenance
KOREAN GINSENG,Panax ginseng,Supplementation therapy
KOREAN GINSENG,Panax ginseng,Asthenia
NOTOGINSENG,Panax ginseng,
PANAX NOTOGINSENG,Panax ginseng,Product used for unknown indication
PANAX NOTOGINSENG,Panax ginseng,Blood disorder
PANAX NOTOGINSENG,Panax ginseng,Hypertension
ECHINACEA COMPLEX,Echinacea,
ECHINACEA FORMULA,Echinacea,Product used for unknown indication
ECHINACEA FORTE,Echinacea,
ECHINACEA PLUS,Echinacea,
ECHINACEA PRN,Echinacea,
ECHINACEA 3000,Echinacea,Product used for unknown indication
ECHINACEA 6300,Echinacea,Product used for unknown indication
ECHINACEAE,Echinacea,Routine health maintenance
ECHINACEA GOLDEN,Echinacea,Product used for unknown indication
ECHINACEA HERB,Echinacea,Product used for unknown indication
ECHINACEA SPP,Echinacea,Product used for unknown indication
ECHINACEA SPP.,Echinacea,
ECHINACEA TABLET,Echinacea,
RIESHI,Reishi,
GANODERMA LUCIDUM SPORE,Reishi,
LING ZHI  LUNG,Reishi,
RHODILA,Rhodiola,Nutritional supplementation
RODIOLA,Rhodiola,Product used for unknown indication
RHODEOLA ROSEA,Rhodiola,
RHODIALIA ROSEA,Rhodiola,
RODHIOLA ROSEA,Rhodiola,
SERENOA SERRULATA,Scrub-palmetto,Product used for unknown indication
SAL PALMENTO,Scrub-palmetto,Product used for unknown indication
SAL PALMETO,Scrub-palmetto,Drug use for unknown indication
SAL PALMETO,Scrub-palmetto,Product used for unknown indication
SAL PALMETTO,Scrub-palmetto,Product used for unknown indication
SAL PALMETTO,Scrub-palmetto,Supplementation therapy
SAL PALMETTO,Scrub-palmetto,Drug use for unknown indication
SAL PALMETTO,Scrub-palmetto,Prostatic disorder
SAL PALMETTO,Scrub-palmetto,Prophylaxis
SALT PALMETTO,Scrub-palmetto,Product used for unknown indication
SAN PALMETTO,Scrub-palmetto,
SAU PALMETTO,Scrub-palmetto,
SAW PALAMETTO,Scrub-palmetto,
SAW PALLMETTO,Scrub-palmetto,
SAW PALMEMTTO,Scrub-palmetto,Ill-defined disorder
SAW PALMENTO,Scrub-palmetto,
SAWPALMENTTO,Scrub-palmetto,
SAW PALMETA,Scrub-palmetto,
SAW PALMETIO,Scrub-palmetto,Product used for unknown indication
SAW PALMETO,Scrub-palmetto,Product used for unknown indication
SAW PALMETO,Scrub-palmetto,Supplementation therapy
SAW PALMETO,Scrub-palmetto,Benign prostatic hyperplasia
SAW PALMETO,Scrub-palmetto,Nutritional supplementation
SAW PALMETO,Scrub-palmetto,Prostatic disorder
SAW PALMETO,Scrub-palmetto,Ill-defined disorder
SAW PALMETO,Scrub-palmetto,Vitamin supplementation
SAW PALMETTA,Scrub-palmetto,
SAWPALMETTO,Scrub-palmetto,Prostatic disorder
SAW  PALMETTO,Scrub-palmetto,Prostatic disorder
SAW-PALMETTO,Scrub-palmetto,Prostatic disorder
SAW PALMETTTO,Scrub-palmetto,
SAW PALMOTTO,Scrub-palmetto,
SAW PAMETTO,Scrub-palmetto,
SAW PAWMENTO,Scrub-palmetto,
SAW PAWMETTO,Scrub-palmetto,Product used for unknown indication
SAW PELMETTO,Scrub-palmetto,
SAW PLAMETTO,Scrub-palmetto,
SAWTALMETTO,Scrub-palmetto,Prostatic disorder
SOW PALMETTO,Scrub-palmetto,Supplementation therapy
SERENOA REPANS,Scrub-palmetto,Product used for unknown indication
SERENOAREPENS,Scrub-palmetto,Product used for unknown indication
PALMETTO,Scrub-palmetto,Prostatic disorder
PALMETTO,Scrub-palmetto,Product used for unknown indication
PALMETTO,Scrub-palmetto,Medical diet
PALMETTO,Scrub-palmetto,Prostatomegaly
RAW PALLEMTO,Scrub-palmetto,
SALPALMETO,Scrub-palmetto,Prostatomegaly
SALPAMENTO,Scrub-palmetto,Supplementation therapy
SALPOLMENTO,Scrub-palmetto,
SALS PALMETO,Scrub-palmetto,Drug use for unknown indication
SALT PALMETO,Scrub-palmetto,Product used for unknown indication
SAW PALEMTTOI,Scrub-palmetto,
SAW PALME,Scrub-palmetto,
SAW PAMELLA,Scrub-palmetto,Product used for unknown indication
SAWPAMELTTO,Scrub-palmetto,
SAW PLAMETO,Scrub-palmetto,
SOL PALMETO,Scrub-palmetto,Product used for unknown indication
SOLPALMETTO,Scrub-palmetto,
SAL PALMETO OTC,Scrub-palmetto,Product used for unknown indication
SAL PALMETTO COMPLEX,Scrub-palmetto,Prostatic disorder
SAW PALMETTO COMPLETE,Scrub-palmetto,
SAW PAMETTO EXTRA,Scrub-palmetto,
STAINGING NETTLE,Stinging nettle,
STING NETTLE,Stinging nettle,
CHELIDONIUM,Swallowwort,
CHELIDONIUM EXTRACT,Swallowwort,Product used for unknown indication
DONGQUAI,Tang-kuei,Supplementation therapy
DON QUAI,Tang-kuei,
DONYQUAI,Tang-kuei,
HAWTHERN,Woodland hawthorn,
HAWTHORNE,Woodland hawthorn,Hypertension
HAWTHORNE,Woodland hawthorn,Supplementation therapy
HAWTHORNE,Woodland hawthorn,Product used for unknown indication
HAWTHORNE,Woodland hawthorn,Cardiac disorder
HAWTHORNE,Woodland hawthorn,Anxiety
HAWTHORNE,Woodland hawthorn,Cardiovascular event prophylaxis
HOWTHORN,Woodland hawthorn,
CRAT (CRATAGUS LAEVIGATA),Woodland hawthorn,
DEVIL CLAW,Wood spider,
DEVIL'S CLA,Wood spider,Product used for unknown indication
DEVILS CLAE,Wood spider,
DEVILS CLAW,Wood spider,Arthritis
DEVILS CLAW,Wood spider,Bursitis
DEVILS CLAW,Wood spider,Antiinflammatory therapy
DEVILS CLAW,Wood spider,Product used for unknown indication
DEVILS CLAW,Wood spider,Pain
DEVILS CLAW,Wood spider,Vitamin supplementation
DEVILS CLAW PWDR,Wood spider,
DEVILS CLAW ROOT,Wood spider,Product used for unknown indication
HARPAGOPHYTUM POWDER,Wood spider,
ALEO VERA,Aloe vera,
ALOEVERA,Aloe vera,Product used for unknown indication
ALOEVERA,Aloe vera,Crohn's disease
ALOVERA,Aloe vera,Gastrointestinal disorder
ALOA VERA OTC,Aloe vera,
ALOE VERA (75%),Aloe vera,
ALOE VERA CAP,Aloe vera,
ALOE VERA CAPSULE,Aloe vera,
ALOE VERA CREAM,Aloe vera,Stomatitis
ALOE VERA DRINK,Aloe vera,
ALOE VERA GEL,Aloe vera,Product used for unknown indication
ALOE VERA GEL,Aloe vera,Photosensitivity reaction
ALOE VERA GEL,Aloe vera,Abnormal faeces
ALOE VERA GEL,Aloe vera,Bowel preparation
ALOE VERA GEL,Aloe vera,Erythema
ALOE VERA GEL,Aloe vera,Rash
ALOE VERA GEL,Aloe vera,Sunburn
ALOE VERA GEL,Aloe vera,Supplementation therapy
ALOE VERA GELS,Aloe vera,
ALOE VERA JUICE,Aloe vera,Prophylaxis
ALOE VERA JUICE,Aloe vera,Product used for unknown indication
ALOE VERA JUICE,Aloe vera,Inflammation
ALOE VERA JUICE,Aloe vera,Supplementation therapy
ALOE VERA JUICE,Aloe vera,Colitis ulcerative
ALOE VERA JUICE,Aloe vera,Constipation
ALOE VERA JUICE,Aloe vera,Medical diet
ALOE VERA JUICE,Aloe vera,Malabsorption
ALOE VERA JUICE,Aloe vera,Routine health maintenance
ALOE VERA LEAF,Aloe vera,Product used for unknown indication
ALOE VERA OIL,Aloe vera,
ALOE VERA POWDER,Aloe vera,Product used for unknown indication
ALOE VERA SYRUP,Aloe vera,
ALOE VERA WATER,Aloe vera,
ALO VERA JUICE,Aloe vera,
BEETROOT,Beet root,Product used for unknown indication
BEETROOT,Beet root,Supplementation therapy
BEETROOT,Beet root,General physical condition
BEET ROOT,Beet root,Product used for unknown indication
BEET ROOT,Beet root,Neoplasm malignant
BETA VULGARIS WHOLE.,Beet root,Anaemia
TIAN CE,Beet root,Infection
BEET JUICE,Beet root,Supplementation therapy
BEET PILLS,Beet root,
BETA VULGARISM 2X,Beet root,
BALCK COHOSH,Black cohosh,Hot flush
BLACH COHOSH,Black cohosh,
BLACK CHSH,Black cohosh,
BLACK COHASH,Black cohosh,Hot flush
BLACK COHASH,Black cohosh,Menopausal symptoms
BLACK COHASH,Black cohosh,Product used for unknown indication
BLACK COHASH,Black cohosh,Hormone replacement therapy
BLACK COHASH,Black cohosh,Drug use for unknown indication
BLACK COHASH,Black cohosh,Night sweats
BLACK CO HASH,Black cohosh,Hot flush
BLACK CO HASH,Black cohosh,Product used for unknown indication
BLACK COHESH,Black cohosh,Hot flush
BLACK COHOCH,Black cohosh,
BLACK COHORSH,Black cohosh,
B LACK COHOSH,Black cohosh,
BLACK CO HOSH,Black cohosh,
BLACK KOHASH,Black cohosh,
BLACK KOLOSH,Black cohosh,Menopause
BLACK COHAGE,Black cohosh,Product used for unknown indication
BLACK COHOSH CAP,Black cohosh,
BLACK KOASH,Black cohosh,Drug use for unknown indication
BLACK KOASH,Black cohosh,Hormone replacement therapy
BLACK KOHACH,Black cohosh,Menopause
E BLACK COHASH,Black cohosh,
RA BLACK COHOSH,Black cohosh,
CAMOMILE,Chamomile,Product used for unknown indication
CAMOMILE,Chamomile,Sinusitis
CHAMOMILEN,Chamomile,Product used for unknown indication
CHAMOMILLA,Chamomile,
CHAMOMILLE,Chamomile,
BLACK CHEER,Black cherry,
BLACK CHERRY,Black cherry,Product used for unknown indication
BLACK CHERRY,Black cherry,Insomnia
BLACK CHERRY,Black cherry,Drug use for unknown indication
BLACK CHERRY,Black cherry,Gout
BLACK CHERRY.,Black cherry,Product used for unknown indication
BLACK SHERRRY,Black cherry,
BC CHERRY,Black cherry,Pain
BC CHERRY,Black cherry,Product used for unknown indication
BLACKBERRY,Black cherry,
BLACK CHERRY LIQ,Black cherry,
CORDYCEPS,Cordyceps,Ill-defined disorder
CORDYCEPS,Cordyceps,Product used for unknown indication
CORDYCEPS,Cordyceps,Renal transplant
CHORDYCEPS,Cordyceps,
CORDICEPS,Cordyceps,
CORDYCEPOS,Cordyceps,
CORDYCEPT,Cordyceps,
CORDYEPS,Cordyceps,
LORAYCEPS,Cordyceps,
LORDYCEPS,Cordyceps,
ECCHINACEA,Echinacea,
ECCHINACHEA,Echinacea,Sinus disorder
ECCHINACIA,Echinacea,
ECHENACEA,Echinacea,Product used for unknown indication
ECHENACIA,Echinacea,
ECHINACA,Echinacea,
ECHINACAE,Echinacea,Product used for unknown indication
ECHINACCA,Echinacea,
ECHINACEA+,Echinacea,
ECHINACHEA,Echinacea,
ECHINACIA,Echinacea,Product used for unknown indication
ECHINACIA,Echinacea,Drug use for unknown indication
ECHINACIN,Echinacea,Malaise
ECHINACIN,Echinacea,Oropharyngeal pain
ECHINACIN,Echinacea,Pharyngitis
ECHINACOA,Echinacea,
ECHINAECEA,Echinacea,
ECHINAMED,Echinacea,
ECHINASIA,Echinacea,
ECHINCEA,Echinacea,
ECHINEACA,Echinacea,
ECHINECCA,Echinacea,
ECHINECEA,Echinacea,
ECHINECIA,Echinacea,
ECHINICEA,Echinacea,
ECHNICEA,Echinacea,
ECYNACEA,Echinacea,
ENCHINACEA,Echinacea,
ETHINCEA,Echinacea,
EXCHINACEA,Echinacea,
BLACK ELDERBERRY,Elderberry,Immune system disorder
BLACK ELDERBERRY,Elderberry,Product used for unknown indication
ELDERBERRY,Elderberry,Product used for unknown indication
ELDERBERRY,Elderberry,Rhinitis allergic
ELDERBERRY,Elderberry,Influenza
ELDERBERRY,Elderberry,Poor dental condition
ELDERBERRY,Elderberry,Nasopharyngitis
ELDERBERRY,Elderberry,Phytotherapy
ELDERBERRY,Elderberry,Cough
ELDERBERRY,Elderberry,Immune system disorder
ELDERBERRY,Elderberry,Renal pain
ELDERBERRY,Elderberry,Asthma
ELDERBERRY,Elderberry,Supplementation therapy
ELDERBERRY,Elderberry,Nutritional supplementation
ELDERBERRY,Elderberry,Inflammation
ELDERBERRY,Elderberry,Multiple sclerosis
ELDERBERRY,Elderberry,Drug use for unknown indication
ELDERBERRY,Elderberry,Medical diet
SAMBUCUS NIGRA,Elderberry,Routine health maintenance
SAMBUCUS NIGRA,Elderberry,Product used for unknown indication
ELDEBERRY,Elderberry,
ELDEBRRRY,Elderberry,
ELDER BERRY,Elderberry,
ELDERRBERRY,Elderberry,
BLACK ELDERBERRY LOZENGES,Elderberry,
BLACK ELDERBERRY SYRUP,Elderberry,
ELDERBERRY CHEWABLES,Elderberry,
ELDERBERRY GUMMIES,Elderberry,Immune system disorder
ELDERBERRY GUMMY,Elderberry,
ELDERBERRY JUICE,Elderberry,
ELDERBERRY LIQUID,Elderberry,
ELDERBERRY PLUS,Elderberry,Product used for unknown indication
ELDERBERRY ROOT,Elderberry,
ELDERBERRY SYRUP,Elderberry,Antiviral prophylaxis
ELDERBERRY TABLETS,Elderberry,
ELDER FLOWER,Elderberry,Suicide attempt
FENNELL,Fennel,
GARCINA,Garcinia,
GARCINIA,Garcinia,Weight decreased
GARCINIA,Garcinia,Product used for unknown indication
GARCINIA,Garcinia,Weight increased
GARCINIA,Garcinia,Obesity
GRACINIA,Garcinia,
GOJI,Goji berry,
HOREHOUND,Horehound,
MARRUBIUM VULGARE,Horehound,Nutritional supplementation
MARRUBIUM VULGARE,Horehound,Product used for unknown indication
HOREHOUND TEA,Horehound,
HORSETAIL,Horsetail,Product used for unknown indication
HORSETAIL,Horsetail,Hair disorder
HORESTAIL,Horsetail,
HORSE TAIL,Horsetail,Ill-defined disorder
HORSE TAIL,Horsetail,Drug use for unknown indication
FIELD HORSETAIL,Horsetail,Product used for unknown indication
ENGLISH IVY,Ivy leaf,
HEDERA HELIX,Ivy leaf,Pneumonia
HEDERA HELIX,Ivy leaf,Product used for unknown indication
HEDERA HELIX,Ivy leaf,Cough
HEDERA HELIX,Ivy leaf,Bronchitis
IVY,Ivy leaf,
IVY LEAF,Ivy leaf,Bronchitis
HEDRA HELIX,Ivy leaf,Nasopharyngitis
KAVA-KAVA,Kava,
CAVA-CAVA,Kava,
KAVA KAVA,Kava,Smoking cessation therapy
KAVA KAVA,Kava,Drug use for unknown indication
MIKLTHISTLE,Milk thistle,
MILD THISTLE,Milk thistle,Product used for unknown indication
MILK CHISTLE,Milk thistle,Bone disorder
MILK CHISTLE,Milk thistle,Cardiac disorder
MILK CHISTLE,Milk thistle,Diabetes mellitus
MILK GRISTLE,Milk thistle,
MILK THIASTLE,Milk thistle,
MILKTHISLE,Milk thistle,Hepatitis C
MILK THISLE,Milk thistle,Product used for unknown indication
MILK THISLTE,Milk thistle,
MILK THISSLE,Milk thistle,
MILK THISTEL,Milk thistle,
MILKTHISTLE,Milk thistle,
MILK -THISTLE,Milk thistle,
MILK-THISTLE,Milk thistle,
MILK THRISTLE,Milk thistle,Medical diet
MILK THRISTLE,Milk thistle,Drug use for unknown indication
MILK THRISTLE,Milk thistle,Product used for unknown indication
MILK THSTLE,Milk thistle,
MIL THISTLE,Milk thistle,
MILT THISTLE,Milk thistle,Product used for unknown indication
MIOLK THISTLE,Milk thistle,
MLK THISTLE,Milk thistle,
MLX THISTLE,Milk thistle,
14 MILK THISTLE,Milk thistle,
CVS MILK THISTLE,Milk thistle,
EQL MILK THISTLE,Milk thistle,
GNC MILK THISTLE,Milk thistle,
MILK FIZZLE,Milk thistle,Hepatic function abnormal
MILKTHISEL,Milk thistle,Antiviral prophylaxis
MILK THISSEL,Milk thistle,Supplementation therapy
^MILKTHISTLE^,Milk thistle,Liver disorder
^MILKTHISTLE^,Milk thistle,Detoxification
MILK THISTLE CAP,Milk thistle,
MILK THISTLE OR,Milk thistle,Supplementation therapy
MILK THISTLE OR,Milk thistle,Product used for unknown indication
MILK THISTLE TEA,Milk thistle,
MILK-THISTOL,Milk thistle,
RA MILK THISTLE,Milk thistle,
OLIVE LEAVES,Olive leaf,
OREGAN,Oregano,Routine health maintenance
OREGAN,Oregano,Product used for unknown indication
OREGAN,Oregano,General physical condition
OREGANOL,Oregano,
CUMERIC,Turmeric,
TEMERIC,Turmeric,Immune system disorder
TEMERIC,Turmeric,Prophylaxis
TERMARIC,Turmeric,
TERMERIC,Turmeric,
TERMERICK,Turmeric,Product used for unknown indication
TERMURIC,Turmeric,
THMERIC,Turmeric,
TUMARIC,Turmeric,Product used for unknown indication
TUMERAC,Turmeric,
TUMERICA,Turmeric,
TUMERICE,Turmeric,
TUMMERIC,Turmeric,
TUMRERIC,Turmeric,
TUMURIC,Turmeric,
TUNERIC,Turmeric,
TUNMERIC,Turmeric,
TUREMERIC,Turmeric,
TURERIC,Turmeric,
TURMARIC,Turmeric,
TURMEDIC,Turmeric,
TURMENIC,Turmeric,
TURMERI,Turmeric,
TURMERIA,Turmeric,
TURMERIC +,Turmeric,Supplementation therapy
TURMERIC +,Turmeric,Product used for unknown indication
TURMERICE,Turmeric,
TURMERIDC,Turmeric,
TURMERIK,Turmeric,
TURMIC,Turmeric,General physical health deterioration
TURMIERIC,Turmeric,
TURMINIC,Turmeric,
TURMRIC,Turmeric,
TURMRNIC,Turmeric,
TURMURIC,Turmeric,
TURNEEIC,Turmeric,
TURNERIC,Turmeric,
TURNMERIC,Turmeric,
TAGARA,Valerian,
VALERIANA OFFICINALIS,Valerian,Product used for unknown indication
VALERIANA OFFICINALIS,Valerian,Sleep disorder therapy
VALERIANA OFFICINALIS,Valerian,Drug abuse
VALERIANA OFFICINALIS,Valerian,Drug use for unknown indication
VALERIANA OFFICINALIS,Valerian,Anxiety
VAILERGAN,Valerian,
VALARIAN,Valerian,Insomnia
VALCRIAN,Valerian,
VALERGAN,Valerian,
VALERIAAN,Valerian,Weight decreased
VALERIAAN,Valerian,Sleep disorder
VALERIAAN,Valerian,Product used for unknown indication
VALERIAAN,Valerian,Depression
VALERIAAN,Valerian,Stress
VALERIAAN,Valerian,Sedative therapy
VALERIAL,Valerian,Product used for unknown indication
VALERIANA,Valerian,Headache
VALERIANA,Valerian,Sleep disorder
VALERIANA,Valerian,Weight decreased
VALERIANA,Valerian,Insomnia
VALERIANA,Valerian,Anxiety
VALERIANA,Valerian,Sleep disorder therapy
VALERIANA,Valerian,Depression
VALERIANAE,Valerian,
VALERIANE,Valerian,Product used for unknown indication
VALERIANE,Valerian,Sedative therapy
VALERIANE,Valerian,Insomnia
VALERIANE,Valerian,Sedation
VALERINA,Valerian,Product used for unknown indication
VALERIUM,Valerian,
VALLERIAN,Valerian,
VALORAN,Valerian,Pain
VALORAN,Valerian,Product used for unknown indication
VALORAN,Valerian,Arthritis
VALORAN,Valerian,Drug use for unknown indication
VALRIAN,Valerian,Product used for unknown indication
VELERIN,Valerian,
HOPPS VALERIAN,Valerian,
GABA VALERIAN,Valerian,
VALERIANA OFFICINALE,Valerian,
VALERIANA OFFICINALIS ROOT,Valerian,Depression
VALERIANA OFFICINALIS ROOT,Valerian,Product used for unknown indication
VALERIANA OFFICINALIS ROOT,Valerian,Insomnia
VALERIANA OFFICINALIS ROOT,Valerian,Sleep disorder
VALERIANA OFFICINALIS ROOT,Valerian,Prophylaxis
VALERIAN OFFICINALIS,Valerian,
VAKERIAN ROOT,Valerian,
VALARIAN ROOT,Valerian,
VALERIANA COMP,Valerian,Suicide attempt
VALERIANA COMP,Valerian,Product used for unknown indication
VALERIANA COMP,Valerian,Sleep disorder
VALERIANA COMP,Valerian,Fever
VALERIAN COMPLEX,Valerian,
VALERIAN DRAGEE,Valerian,
VALERIAN DROPS,Valerian,
VALERIAN HEEL,Valerian,Product used for unknown indication
VALERIAN HERB,Valerian,
VALERIAN OTC,Valerian,Product used for unknown indication
VALERIAN POWDER,Valerian,
VALERIAN (ROOT),Valerian,Drug use for unknown indication
VALERIAN RT,Valerian,
VALERIAN TABLETS,Valerian,Restlessness
VALERIAN TEA,Valerian,
VALERIAN TEAS,Valerian,
VALERIEN ROOT,Valerian,
VALERION ROOT,Valerian,
VALTRIAN HCT,Valerian,Hypertension
VALTRIAN HCT,Valerian,Cardiac disorder
VALTRIAN HCT,Valerian,Dysuria
VALTRIAN HCT,Valerian,Product used for unknown indication
VLERIAN ROOT,Valerian,
WHEAT,Wheat grass,
WHEATGRASS,Wheat grass,Product used for unknown indication
WHEATGRASS,Wheat grass,Immune system disorder
WHEAT GRASS,Wheat grass,Product used for unknown indication
WHEAT GRASS,Wheat grass,Antiinflammatory therapy
WHEAT GRASS,Wheat grass,Supplementation therapy
BARLEY,Barley grass,Product used for unknown indication
HORDEUM VULGARE,Barley grass,
BARLEY.,Barley grass,Product used for unknown indication
BARLEY GRASS,Barley grass,Product used for unknown indication
BARLEY GRASS,Barley grass,Vitamin supplementation
BARLEY GREEN,Barley grass,Supplementation therapy
BARLEY GREEN,Barley grass,Product used for unknown indication
BARLEY GREEN,Barley grass,Drug use for unknown indication
YOHIMBEX,Yohimbe,
ACV,Apple cider vinegar,Product used for unknown indication
ACV,Apple cider vinegar,Prophylaxis
ACV,Apple cider vinegar,Drug use for unknown indication
ACV PLUS WITH GREEN TEA,Apple cider vinegar,Product used for unknown indication
APPLE CIDAR VINEGAR,Apple cider vinegar,Supplementation therapy
APPLE CIDAR VINEGAR,Apple cider vinegar,Hypersensitivity
APPLE CIDAR VINEGAR,Apple cider vinegar,Weight decreased
APPLE CIDAR VINEGAR SUPPLEMENTS,Apple cider vinegar,
APPLE CIDAR VINIGAR,Apple cider vinegar,
APPLE CIDER,Apple cider vinegar,Product used for unknown indication
APPLE CIDER,Apple cider vinegar,Arthritis
APPLE CIDER AND VINEGAR TABLETS,Apple cider vinegar,
APPLE CIDER CAP,Apple cider vinegar,
APPLE CIDER PECTIN PILLS,Apple cider vinegar,
APPLE CIDER TABS,Apple cider vinegar,
APPLE CIDER VIEGAR CAPSULES,Apple cider vinegar,
APPLE CIDER VINAGER,Apple cider vinegar,
APPLE CIDER VINEAGAR,Apple cider vinegar,
APPLE CIDER VINEGAR + GREEN TEA SUPPLEMENT,Apple cider vinegar,Drug use for unknown indication
APPLE CIDER VINEGAR AND LAVENDER,Apple cider vinegar,
APPLE CIDER VINEGAR PLUS BROMELAIN AN.,Apple cider vinegar,Arthritis
APPLE CIDER VINEGAR PLUS BROMELAIN AN.,Apple cider vinegar,Product used for unknown indication
