FAERS_drug_match,lookup_value,indi_pt
PROPOFAN (PARACETAMOL/CAFFEINE/DEXTROPROPOXYPHENE),Guarana,Abdominal pain
PROPOFAN (PARACETAMOL/CAFFEINE/DEXTROPROPOXYPHENE)- TABLET - 457 MG,Guarana,
PROPOXY-N/APAP/ CAFFEINE,Guarana,Pain
PROPOXYPHE HYDROCHLORIDE ASPIRIN PHENACETIN AND CAFFEINE CAP,Guarana,Pain
PROPOXYPHENE/ASA/CAFFEINE,Guarana,
PROPOXYPHENE COMPOUND (ACETYLSALICYLIC ACID/CAFFEINE/DEXTROPROPOXYPHEN,Guarana,
PROPOXYPHENE HCL+APAP+CAFFEINE,Guarana,
PROPOXYPHENE HCL+ASA+CAFFEINE,Guarana,
PROPYPHENAZONE/DIHYDROERGOTAMINE/CAFFEINE,Guarana,
PURE LEAF ICED TEA CAFFEINE FREE,Guarana,
"PYNSTOP (CODEINE PHOSPHATE, CAFFEINE, PARACTAMOL, DOXYLAMINE SUCCINATE)",Guarana,
RASPBERRY KETONES/CAFFEINE AND RESVERATROL,Guarana,
RED BULL ENERGY DRINK (CAFFEINE AND CATHECHOLAMINES),Guarana,
SALICYLAMIDE/ACETAMIN/CAFFEINE/PROMETHAZINE,Guarana,Drug use for unknown indication
SALICYLAMIDE/ACETAMIN/CAFFEINE/PROMETHAZINE,Guarana,Ill-defined disorder
SALICYLAMIDE/ACETAMIN/CAFFEINE/PROMETHAZINE,Guarana,Bronchitis
SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE,Guarana,
SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/CHLORPHENIRAMINE MALEATE,Guarana,Product used for unknown indication
SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE,Guarana,Upper respiratory tract inflammation
"SALICYLAMIDE, ACETAMINOPHEN, ANHYDROUS CAFFEINE, PROMETHAZINE METHYLE",Guarana,Drug use for unknown indication
"SALICYLAMIDE, ACETAMINOPHEN, ANHYDROUS CAFFEINE, PROMETHAZINE METHYLE",Guarana,Nasopharyngitis
"SALICYLAMIDE, ACETAMINOPHEN, ANHYDROUS CAFFEINE, PROMETHAZINE METHYLE",Guarana,Prophylaxis
SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE METHYLENEDI,Guarana,Pyrexia
SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE/METHYLENEDI,Guarana,
"SALICYLAMIDE, ACETAMINOPHEN, CAFFEINE, PROMETHAZINE, METHYLENEDISALIC",Guarana,Drug use for unknown indication
SALICYLARNIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE METHYLENEDISALICYLATE,Guarana,
SARIDON [ACETAMINOPHEN\CAFFEINE],Guarana,
"SARIDON [CAFFEINE,PARACETAMOL]",Guarana,Pyrexia
SARIDON [CAFFEINE;PARACETAMOL;PROPYPHENAZONE],Guarana,Diverticulum intestinal
"SARIDONE (CAFFEINE, PHENACETIN, PROPYHENAZONE)",Guarana,
"SEDES (AMINOPHENAZONE, CAFFEINE, PHENACETIN, CYCLOBARBITAL AMINOPHENAZONE)",Guarana,Product used for unknown indication
SEDILAX (CAFFEINE + CARISOPRODOL + PARACETAMOL + DICLOFENAC SODIUM),Guarana,
"SEDILAX (CAFFEINE, CARISOPRODOL, SODIUM DICLOFENAC, PARACETAMOL)",Guarana,
"SEVEDOL (ACETYLSALICYLIC ACID, CAFFEINE, PARACETAMOL)",Guarana,
SG (ACETAMINOPHEN\APRONALIDE\CAFFEINE\PROPYPHENAZONE),Guarana,
SHIN LULU A GOLD (BELLADONNA/BENFOTIAMINE/CAFFEINE/CLEMASTINE FUMARATE,Guarana,
SHIN LULU A GOLD DX (ACETAMINOPHEN\BELLADONNA\BENFOTIAMINE\BROMHEXINE\CAFFEINE\CLEMASTINE\DIHYDROCODEINE\METHYLEPHEDRINE\NOSCAPINE\TRANEXAMIC ACID),Guarana,
SIMETRIDE/ANDYROUS CAFFEINE,Guarana,Osteoarthritis
SIMETRIDE ANHYDROUS CAFFEINE,Guarana,Headache
SOLPADEINE (ACETAMINOPHEN\CAFFEINE\CODEINE PHOSPHATE),Guarana,
"SOLPADEINE (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)",Guarana,
SOLPADEINE (CAFFEINE/CODEINE PHOSPHATE/PARACETAMOL),Guarana,
SOLPADEINE [CAFFEINE;CODEINE PHOSPHATE;PARACETAMOL],Guarana,Product used for unknown indication
"SOLPADEINE (CODEINE PHOSPHATE, CAFFEINE, PARACETAMOL)",Guarana,
SOMA (ACETAMINOPHEN + ANHYDROUS CAFFEINE + CHLORZOXAZONE + THIAMINE DI,Guarana,
SOMA (ACETAMINOPHEN (+) CAFFEINE (+) CHLORZOXAZONE (+) THIAMINE DISULF,Guarana,
SOMA (*AMPICILLIN/*AMPICILLIN SODIUM/*CAFFEINE/*CARISOPRODOL/*CHLORZOX,Guarana,
"SOMA COMPOUND (CAFFEINE, CARISOPRODOL, PHENACETIN)",Guarana,
"SOMA COMPOUND ^HORNER^ (CAFFEINE, CARISOPRODOL, PHENACETIN)",Guarana,
"SOMA COMPOUND ^HORNER^ (CAFFEINE, CARISOPRODOL,PHENACETIN)",Guarana,
"SOMEDON [CAFFEINE,PARACETAMOL]",Guarana,Headache
"SP (CAFFEINE, PARACETAMOL, PHENYLEPHRINE HYDROCHLORIDE)",Guarana,
STILPANE (ACETAMINOPHEN/CAFFEINE/CODEINE/PHOSPHATE/MEPROBAMATE),Guarana,Product used for unknown indication
STILPANE (CAFFEINE\CODEINE PHOSPHATE\MEPROBAMATE\PARACETAMOL),Guarana,
STILPANE [CAFFEINE;CODEINE PHOSPHATE;MEPROBAMATE;PARACETAMOL],Guarana,Rheumatoid arthritis
STILPANE [CAFFEINE;CODEINE PHOSPHATE;MEPROBAMATE;PARACETAMOL],Guarana,Pain
SUGAR+TAURINE+CAFFEINE,Guarana,Drug use for unknown indication
SYNALEVE (ACETAMINOPHEN (+) CAFFEINE (+) CODEINE PHOSPHATE (+) MEPROBA,Guarana,
SYNALEVE [CAFFEINE;CODEINE PHOSPHATE;MEPROBAMATE;PARACETAMOL],Guarana,Product used for unknown indication
SYNALEVE [CAFFEINE;CODEINE PHOSPHATE;MEPROBAMATE;PARACETAMOL],Guarana,Pain
"SYNAP FORTE (ACETAMINOPHEN, CAFFEINE, DIPHENHYDRAMINE HYDROCHLORIDE, P",Guarana,
"SYNAP FORTE (CAFFEINE, DEXTROPROPOXYPHENE NAPSILATE, DIPHENHYDRAMINE H",Guarana,Pain
SYNDOL (ACETAMINOPHEN\CAFFEINE\CODEINE\DOXYLAMINE),Guarana,
"TANDRILAX (CAFFEINE, CARISOPRODOL, DICLOFENAC SODIUM, PARACETAMOL)",Guarana,
"THERAFLU (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL, PIPERYLONE MALEATE",Guarana,
THERAFLU (CAFFEINE/CODEINE PHOSPHATE/PARACETAMOL/PIPERYLONE MALEATE),Guarana,
THOMAPYRIN (ACETYLSALICYLIC ACID;CAFFEINE;PARACETAMOL),Guarana,Product used for unknown indication
THOMAPYRIN (ACETYLSALICYLIC ACID/CAFFEINE/PARACETAMOL),Guarana,
THOMAPYRIN [ACETYLSALICYLIC ACID;CAFFEINE;PARACETAMOL],Guarana,Product used for unknown indication
THOMAPYRIN [ACETYLSALICYLIC ACID;CAFFEINE;PARACETAMOL],Guarana,Analgesic therapy
"THOMAPYRIN (ACETYLSALICYLIC ACID, CAFFEINE, PHENACETIN)",Guarana,Pain
THOMAPYRIN (ASPIRIN\CAFFEINE\PHENACETIN),Guarana,
"THOMAPYRIN N              (ACETYLSALICYLIC ACID, CAFFEINE, PARACETAMOL",Guarana,Suicide attempt
"THOMAPYRIN N (ACETYLSALICYLIC ACID, CAFFEINE, PARACETAMOL)",Guarana,
"TIGHT (ANHYD CAFFEINE,GRN TEA EXT,FORSLEAN,SYNEPHRINE,SCAREOLIDE,YOHIM",Guarana,
"TONOPAN (NCH) (DIHYDROERGOTAMINE MESILATE, PROPYPHENAZONE, CAFFEINE CI",Guarana,
"TONOPAN (NCH)(DIHYDROERGOTAMINE MESILATE, PROPYPHENAZONE, CAFFEINE CIT",Guarana,Headache
TORSILAX (SODIUM DICLOFENAC + CARISOPRODOL + PARACETAMOL + CAFFEINE),Guarana,
"TOWATHIEM (CAFFEINE, PARACETAMOL, PROMETHAZINE, SALICYLAMIDE)",Guarana,
"TOWATHIEM (SALICYLAMIDE, ACETAMINOPHEN, ANHYDROUS CAFFEINE, PROMETHAZI",Guarana,
"TOWATHIEN (CAFFEINE, PARACETAMOL, PROMETHAZINE, SALICYLAMIDE)",Guarana,Upper respiratory tract inflammation
"TOWATHIEN (CAFFEINE, PARACETAMOL, PROMETHAZINE, SALICYLAMIDE0",Guarana,
TRAVELMIN (CAFFEINE/DIPHENHYDRAMINE HYDROCHLORIDE/HYOSCINE HYDROBROMID,Guarana,
TREO (ACETYLSALICYLIC ACID + CAFFEINE),Guarana,Product used for unknown indication
"TREO (ACETYLSALICYLIC ACID, CAFFEINE) TABLET, EFFERVESCENT",Guarana,
TREO [ASPIRIN/CAFFEINE],Guarana,
TREO COMP [ACETYLSALICYLIC ACID;APROBARBITAL;CAFFEINE;CODEINE PHOSPHAT,Guarana,Pain
TREO COMP [ACETYLSALICYLIC ACID;APROBARBITAL;CAFFEINE;CODEINE PHOSPHAT,Guarana,Product used for unknown indication
TREO COMP [ACETYLSALICYLIC ACID;CAFFEINE;CODE,Guarana,Product used for unknown indication
"TREO COMP (ACETYLSALICYLIC ACID, CAFFEINE, CODEINE)",Guarana,Drug use for unknown indication
TREO COMP (ACETYLSALICYLIC ACID\CODEINE\CAFFEINE),Guarana,
TREO COMP BRUSTABLETTER (ACETYLSALICYLIC ACID\CODEINE\CAFFEINE),Guarana,
"TRIANAL C (CODEINE PHOSPHATE, CAFFEINE, BUTALBITAL, ASPIRIN)",Guarana,
"TRIATEC (ACETAMINOPHEN (+) CAFFEINE, CITRATED (+) CODEINE PHOSPHATE)",Guarana,Product used for unknown indication
TRIATEC [CAFFEINE CITRATE;CODEINE PHOSPHATE;PARACETAMOL],Guarana,Product used for unknown indication
"TRIATEC (CODEINE PHOSPHATE, CAFFEINE CITRATE, PARACETAMOL)",Guarana,
"TRILAX  (CAFFEINE, CARISOPRODOL, DICLOFENAC, PARACETAMOL)",Guarana,
"TRILAX (NGX) (CAFFEINE, CARISOPRODOL, DICLOFENAC, PARACETAMOL)",Guarana,Back pain
"TRILAX (NGX) (CAFFEINE, CARISOPRODOL, DICLOFENAC, PARACETAMOL) TABLET",Guarana,Arthralgia
"TRILAX (NGX)(CAFFEINE, CARISOPRODOL, DICLOFENAC, PARACETAMOL) UNKNOWN",Guarana,Sciatica
"TYLENOL #1 (CANADA) (ACETAMINOPHEN, CAFFEINE, CODEINE PHOSPHATE)",Guarana,
TYLENOL #3 (*CAFFEINE/CODEINE PHOSPHATE/PARACETAMOL),Guarana,
TYLENOL #3 (*CAFFEINE/CODEINE PHOSPHATE/PARACETAMOL) UNK,Guarana,
"TYLENOL #3 (CANADA) (ACETAMINOPHEN, CAFFEINE, CODEINE PHOSPHATE)",Guarana,
"TYLENOL #3 (CANADA) (CODEINE PHOSPHATE, CAFFEINE, ACETAMINOPHEN)",Guarana,
"TYLENOL #3 (CODEINE PHOSPHATE, CAFFEINE, ACETAMINOPHEN)",Guarana,
"TYLENOL (ACETOMINOPHEN, CAFFEINE, CODEINE PHOSPHATE)",Guarana,
"TYLENOL  NO. 2 (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)",Guarana,
"TYLENOL NO. 2 (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)",Guarana,
"TYLENOL NO.2 (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)",Guarana,
"TYLENOL NO. 2 (CODEINE PHOSPHATE, CAFFEINE, PARACETAMOL)",Guarana,
"TYLENOL WITH CODEIN #3 (CAFFEINE, CODEINE PHOSHATE, PARACETAMOL)",Guarana,
"TYLENOL WITH CODEIN #3 (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)",Guarana,
"TYLENOL WITH CODEIN (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)",Guarana,
"TYLENOL WITH CODEIN [CAFFEINE,CODEINE PHOSPHATE,PARACETAMOL]",Guarana,
TYLENOL WITH CODEIN [CAFFEINE;CODEINE PHOSPHATE;PARACETAMOL],Guarana,Product used for unknown indication
TYLENOL WITH CODEIN [CAFFEINE;CODEINE PHOSPHATE;PARACETAMOL],Guarana,Muscle spasms
TYLENOL WITH CODEINE #3 [CAFFEINE\CODEINE PHOSPHATE\PARACETAMOL],Guarana,
TYLENOL WITH CODEINE AND CAFFEINE,Guarana,
TYLENOL WITH CODEINE (CAFFEINE/CODEINE PHOSPHATE/PARACETAMOL),Guarana,
"TYLENOL WITH CODEINE, UNKNOWN (CAFFEINE + CODEINE PHOSPHATE + PARACETAMOL)",Guarana,
"UNSPECIFIED ASTHMA MEDICATON (PHENOBARBITAL, EPHEDRINE HYDROCHLORIDE, CAFFEINE, AMINOPHYLLINE, POTASSIUM IODIDE)",Guarana,
UNSPECIFIED CAFFEINE CONTAINING STIMULANT,Guarana,
UNSPECIFIED CAFFEINE PILLS,Guarana,
"VANQUISH [ACETYLSALICYLIC ACID,CAFFEINE,PARACETAMOL]",Guarana,
"VINCENTS TABLETS (ACETYLSALICYLIC ACID, CAFFEINE, SALICYLAMIDE)",Guarana,Sinus headache
WALGREENS ACETAMINOPHEN 250 MG/ASPIRIN 250 MG CAFFEINE 65 MG FILM COATED WHITE CAPLETS,Guarana,Headache
WATER [AMMONIUM CHLORIDE;CAFFEINE],Guarana,Product used for unknown indication
WATER PILL (CVS CAFFEINE FREE),Guarana,
WIGRAINE (CAFFEINE (+) ERGOTAMINE TARTRATE),Guarana,Headache
WRAFTON LABS MAXIMUM STRENGTH COLD AND FLU (ACETAMINOPHEN\CAFFEINE\PHENYLEPHRINE HYDROCHLORIDE),Guarana,
ZERIA [ATROPA BELLADONNA\CAFFEINE\CHLORPHENIRAMINE\PHENYLPROPANOLAMINE],Guarana,
DIBUCAINE HYDROCHLORIDE/ESCULIN/FRAMYCETIN SULFATE/HYDROCORTISONE ACET,Horse-chestnut,Product used for unknown indication
DIBUCAINE HYDROCHLORIDE/ESCULIN/HYDROCORTISONE ACETATE/NEOMYCIN SULFAT,Horse-chestnut,Haemorrhoids
PROCTOSEDYL (BENZOCAINE (+) BUTAMBEN (+) ESCULIN (+) FRAMYCETIN SULFAT,Horse-chestnut,
PROCTOSEDYL (HYDROCORTISONE-FRAMYCETIN-DIBUCAINE-ESCULIN),Horse-chestnut,
PROCTOSEDYL (HYDROCORTISONE-FRAMYCETIN-DIBUCALNE-ESCULIN),Horse-chestnut,
EMERALD LEAF BALI KRATOM (HERBALS\MITRAGYNINE),Kratom,
KRATOM (MITRAGYNA) (MITRAGYNINE),Kratom,Product used for unknown indication
KRATOM (MITRAGYNINE),Kratom,Drug abuse
MITRAGYNA SPECIOSA (MITRAGYNINE),Kratom,Pain
MITRAGYNINE,Kratom,Back pain
MITRAGYNINE,Kratom,Drug abuse
MITRAGYNINE,Kratom,Product used for unknown indication
MITRAGYNINE,Kratom,Substance use
MITRAGYNINE,Kratom,Completed suicide
MITRAGYNINE,Kratom,Depression
MITRAGYNINE KRATOM,Kratom,Product used for unknown indication
MITRAGYNINE (KRATOM),Kratom,Anxiety
MITRAGYNINE (KRATOM),Kratom,Depression
MITRAGYNINE (NO PREF. NAMDE),Kratom,Accidental overdose
MITRAGYNINE (NO PREF. NAME),Kratom,Toxicity to various agents
MITRAPHYLLINE,Kratom,Product used for unknown indication
APRICOXIB / PLACEBO 400MG DAILY - TRAGARA PHARMACA,Maca,Non-small cell lung cancer
ASCORBIC ACID W/CALCIUM GLUBIONATE(MACALVIT),Maca,
ASHWAGANDHA (+) CATS CLAW (+) PAU D'ARCO (+) RHODIOLA (+) STEMMACANTHA,Maca,
ASTHMACARE,Maca,Asthma
"BACKAID MAX CAPLETS, ALVA-AMCO PHARMACAL COS., INC.",Maca,Drug effect decreased
"BACKAID MAX CAPLETS, ALVA-AMCO PHARMACAL COS., INC.",Maca,Pain management
BUPIVACAINE MPF SPINAL (MACAINE SPINAL WITH DEXTROSE),Maca,
CHROMACAPS,Maca,
"CIPROFLOXACIN OPHTHALMIC SOLUTIO 0.3% AS BASE , 5 ML, RX ONLY HI-TECH PHARMACAL",Maca,Ear infection
CITRACAL ULTRADENSE          MISSION PHARMACAL  SAN ANTONIO TX,Maca,Osteoporosis
CITROMACALVIT,Maca,Hypocalcaemia
CITROMACALVIT,Maca,Blood calcium abnormal
CITROMACALVIT,Maca,Mineral supplementation
CITROMACALVIT (NCH),Maca,Spinal fracture
CLIMACAR (NOS),Maca,
COTRIM. MFR: LEMMON PHARMACAL COMPANY,Maca,
C-PHEN DM DROPS 30 ML BOCA PHARMACAL INC,Maca,Cough
C-PHEN DM DROPS 30 ML BOCA PHARMACAL INC,Maca,Nasopharyngitis
C-PHEN DM DROPS BOCA PHARMACAL,Maca,Cough
CVS IBUPROFEN LIQUID GEL CAPS 200 MG BANNER PHARMACAPS/PL,Maca,Pain
CVS IBUPROFEN LIQUID GEL CAPS 200 MG BANNER PHARMACAPS/PL,Maca,Self-medication
DERMACAIN,Maca,Product used for unknown indication
DERMACARE,Maca,
"DERMACARE(280MG CAPSULE,THE HIMALAYA DRUG CO.)",Maca,Acne
DEXALONE 30 MG DEXAMETHOROPHAN XANODYNE PHARMACAL INC,Maca,Drug abuser
DEXALONE 30 MG DEXAMETHOROPHAN XANODYNE PHARMACAL INC,Maca,Intentional drug misuse
DOCU 150MG/15 ML HI TECH PHARMACAL,Maca,Constipation
DOXORUBICIN    2MG/ML       MAYNEPHARMACANADA,Maca,Neuroblastoma
FEMMENESSENCE MACA,Maca,
FORLAX (MACAROGOL),Maca,Constipation
GEMACALM,Maca,
HCB APAP TABLETS 10/30MG -SOVEREIGN/BOCA PHARMACAL,Maca,Pain management
HCL-TIMOLOL 6.8MG/ML HI-TECH PHARMACAL,Maca,Glaucoma
HUMACAIN,Maca,Product used for unknown indication
HUMACAIN (OXYBUPROCAINE),Maca,
HUMACAIN (OXYBUPROCAINE HYDROCHLORIDE),Maca,
HUMACARPIN,Maca,
HUMACART,Maca,Diabetes mellitus
HUMACART,Maca,Drug use for unknown indication
"HUMACART 30% REGULAR, 70% NPH",Maca,Diabetes mellitus non-insulin-dependent
"HUMACART 30% REGULAR, 70% NPH (HUMAN INSULIN (RDNA ORIGIN) 30% REGULAR",Maca,Diabetes mellitus
HUMACART 3/7,Maca,Diabetes mellitus insulin-dependent
HUMACART 3/7,Maca,Diabetes mellitus
HUMACART 3/7,Maca,Drug use for unknown indication
HUMACART 3/7,Maca,Type 1 diabetes mellitus
HUMACART 3/7 (INSULIN HUMAN),Maca,
HUMACART 37 (INSULIN HUMAN (GENETICAL RECOMBINATION),Maca,
HUMACART 3/7 (INSULIN HUMAN) (INSULIN HUMAN),Maca,
HUMACART-HUMAN NPH INSULIN (RDNA) (HUMAN INSULIN (R,Maca,Diabetes mellitus non-insulin-dependent
HUMACART-HUMAN REGULAR INSULIN (RDNA) (HUMAN INSULI,Maca,Gestational diabetes
HUMACART (INSULIN HUMAN),Maca,
HUMACART N,Maca,Diabetes mellitus
HUMACART N,Maca,Type 1 diabetes mellitus
HUMACART N,Maca,Latent autoimmune diabetes in adults
HUMACART N,Maca,Drug use for unknown indication
HUMACART N,Maca,Type 2 diabetes mellitus
HUMACART N,Maca,Product used for unknown indication
HUMACART-N,Maca,Diabetes mellitus
HUMACART-N,Maca,Diabetes mellitus non-insulin-dependent
HUMACART-N,Maca,Ill-defined disorder
HUMACART-N,Maca,Diabetes mellitus inadequate control
HUMACART N (AMV),Maca,
HUMACART-N (INSULIN HUMAN),Maca,
HUMACART-N(INSULIN HUMAN),Maca,Diabetes mellitus insulin-dependent
HUMACART-N (INSULIN HUMAN) FORMULATION UNKNOWN,Maca,
HUMACART-N (INSULIN HUMAN) INJECTION,Maca,
HUMACART NPH,Maca,Diabetes mellitus non-insulin-dependent
HUMACART NPH,Maca,Diabetes mellitus insulin-dependent
HUMACART NPH,Maca,Diabetes mellitus
HUMACART NPH,Maca,Type 2 diabetes mellitus
HUMACART NPH,Maca,Type 1 diabetes mellitus
HUMACART NPH,Maca,Latent autoimmune diabetes in adults
HUMACART R,Maca,Type 2 diabetes mellitus
HUMACART R,Maca,Diabetes mellitus
HUMACART R,Maca,Insulin-requiring type II diabetes mellitus
HUMACART - R,Maca,
HUMACART-R,Maca,Diabetes mellitus
HUMACART REGULAR,Maca,Product used for unknown indication
HUMACART REGULAR,Maca,Diabetes mellitus non-insulin-dependent
HUMACART REGULAR,Maca,Diabetes mellitus insulin-dependent
HUMACART REGULAR,Maca,Diabetes mellitus
HUMACART REGULAR,Maca,Type 1 diabetes mellitus
HUMACART REGULAR,Maca,Type 2 diabetes mellitus
HUMACART REGULAR (HUMAN INSULIN (RDNA ORIGIN) REGULAR,Maca,Diabetes mellitus
"HUMACART REGULAR (HUMAN INSULIN (RDNA ORIGIN) REGULAR) PEN, DISPOSABLE",Maca,Allergenic desensitisation procedure
"HUMACART REGULAR (HUMAN INSULIN (RDNA ORIGIN) REGULAR) PEN, DISPOSABLE",Maca,Diabetes mellitus insulin-dependent
"HUMACART REGULAR(HUMAN INSULIN (RDNA ORIGIN) REGULAR) PEN,DISPOSABLE",Maca,Diabetes mellitus non-insulin-dependent
HUMACART R (INSULIN HUMAN),Maca,
HUMACART R (INSULIN HUMAN (GENETICAL RECOMBINATION),Maca,
HUMPHREY'S TEETHING PELLETS HUMPHREYS PHARMACAL INC.,Maca,
LACTINOL HX PEDINOL + PHARMACAL,Maca,Pruritus
LUMACAFTOR-IVACAFTOR,Maca,Cystic fibrosis
MACACY,Maca,Product used for unknown indication
MACACY,Maca,Hypertension
MACACY A,Maca,Oedema due to hepatic disease
MACACY A,Maca,Hypertension
MACACY-A,Maca,Cardiac failure
MACACY-A,Maca,Oedema
MACACY-A,Maca,Hypertension
MACAFEM,Maca,
MACAFEM PROBIOTIC CHEWS,Maca,Product used for unknown indication
MACAFEN,Maca,
MACAINE,Maca,Pain
MACALCIN,Maca,
MACALOL,Maca,Rheumatoid arthritis
MACALVIT,Maca,Calcium deficiency
MACALVIT,Maca,Mineral supplementation
MACALVIT                           /00129401/,Maca,
MACAPOPURAN,Maca,Pain
MACARDIS,Maca,Hypertension
MACARDIS,Maca,Drug use for unknown indication
MACARDIS,Maca,Blood pressure
MACARID,Maca,
MACAS,Maca,
NORMACALM,Maca,
NORMACALM PLUS,Maca,"Schizophrenia, paranoid type"
OMACAR,Maca,Drug use for unknown indication
"PAREGORIC LIQUID, USP  5ML/2MG ANHYDROUS MORPHINE  HI-TECH PHARMACAL",Maca,
PEMACA,Maca,
PHARMACAL D,Maca,Product used for unknown indication
PHARMACARE PARACETAMOL,Maca,Product used for unknown indication
PHARMACARE PARACETAMOL,Maca,Pain
PHARMACARE PARACETAMOL,Maca,Pyrexia
POLY-VITAMIN DROPS W/IRON + 10 MG FERROUS SULFATE/ML HI-TECH PHARMACAL,Maca,
POLY-VITAMIN DROPS W/IRON 10 MG FERROUS SULFATE/ML HI-TECH PHARMACAL C,Maca,
PRIMACAINE ADRENALINE,Maca,Dental local anaesthesia
PRIMACAINE ADRENALINE,Maca,Application site anaesthesia
PRIMACARE,Maca,Product used for unknown indication
PRIMACARE,Maca,Foetal exposure during pregnancy
PRIMACARE,Maca,Prophylaxis
PRIMACARE,Maca,Pregnancy
PRIMACARE,Maca,Prenatal care
PRIMACARE ONE,Maca,
PRIMACARE ONE 500 MG OMEGA 3S AND 1MG FOLIC THER-RX CORP.,Maca,Prenatal care
PRIMACARE ONE 500 MG THER-RX CORP.,Maca,Breast feeding
PRIMACARE ONE 500 MG THER-RX CORP.,Maca,Pregnancy
PRIMACARE ONE CAPS THER-RX,Maca,
PRIMACARE ONE -PRENATAL VIT-,Maca,
PRIMACARE ONE (PRIMACARE),Maca,
PRIMACARE ONE(R),Maca,Mineral supplementation
PRIMACARE ( PRIMACARE) UNKNOWN,Maca,
PRIMACARE (THER-TX CORPORATION),Maca,
REMACAD,Maca,
REMACADE,Maca,Arthritis
REMACAID,Maca,Rheumatoid arthritis
REMACAID,Maca,Crohn's disease
REMACAIDE,Maca,
REPARAGEN PLUS GLUCOSAMINE (RNI-249-MACA (LEPIDIUM MYENII) HYPOCOTYLS,Maca,
SAFECARE ASTHMACARE ORAL SPRAY 2 OZ,Maca,Cough
SAFECARE ASTHMACARE ORAL SPRAY 2 OZ,Maca,Wheezing
"SODIUM FLUORIDE DROPS 0.5MG / 1ML HI-TECH PHARMACAL CO., INC.",Maca,Drug therapy
SPECTRO ECZEMACARE,Maca,
STOMACAIN,Maca,
TANNATE 12 S SUSPENSION HI-TECH PHARMACAL CO/ TARGET,Maca,Bronchitis
TANNATE 12 S SUSPENSION HI-TECH PHARMACAL CO/ TARGET,Maca,Cough
THERAGESIC MAXIMUM STRENGTH MISSION PHARMACAL COMPANY,Maca,Back pain
THERAGESIC MAXIMUM STRENGTH MISSION PHARMACAL COMPANY,Maca,Muscle spasms
THERMACARE,Maca,
THERMACARE BACK PAIN HEAT WRAP,Maca,
THERMACARE BACK WRAP,Maca,
THERMACARE HEAT PATCHES,Maca,
THERMACARE HEATWRAP,Maca,Back pain
THERMACARE HEATWRAP,Maca,Myalgia
THERMACARE HEATWRAPS,Maca,Back pain
THERMACARE HEATWRAPS,Maca,Musculoskeletal pain
THERMACARE HEATWRAPS,Maca,Neck pain
THERMACARE HEATWRAPS,Maca,Back injury
THERMACARE HEATWRAPS,Maca,Arthritis
THERMACARE HEATWRAPS,Maca,Pain
THERMACARE HEATWRAPS,Maca,Arthralgia
THERMACARE HEATWRAPS,Maca,Rheumatoid arthritis
THERMACARE HEATWRAPS,Maca,Neck injury
THERMACARE HEAT WRAPS,Maca,
THERMACARE HEATWRAPS MULTIPURPOSE JOINT PAIN,Maca,Musculoskeletal pain
THERMACARE KNEE WRAPS,Maca,
THERMACARE LOWER BACK + HIP,Maca,Back pain
THERMACARE LOWER BACK + HIP,Maca,Pain
THERMACARE MENSTRUAL,Maca,Pain
"THERMACARE NECK, SHOULDER + WRIST",Maca,
"THERMACARE NECK, SHOULDER + WRIST HEAT WRAPS",Maca,Intervertebral disc degeneration
THERMACARE NECK WRAP,Maca,
THERMACARE SCHMERZGEL,Maca,
THERMACARE ULTRA,Maca,Back pain
THERMACARE ULTRA,Maca,Ligament sprain
THERMACARE ULTRA,Maca,Pain
THERMACARE ULTRA,Maca,Procedural pain
THERMACARE ULTRA,Maca,Arthralgia
THERMACARE ULTRA,Maca,Hypoaesthesia
THERMACARE ULTRA,Maca,Foot fracture
THERMACARE ULTRA,Maca,Myalgia
THERMACARE ULTRA,Maca,Osteoarthritis
THERMACARE ULTRA,Maca,Arthritis
THERMACARE ULTRA,Maca,Spondylitis
THERMACARE ULTRA,Maca,Joint swelling
THERMACARE ULTRA,Maca,Tendonitis
THERMACARE ULTRA,Maca,Pain in extremity
THERMACARE ULTRA,Maca,Muscle strain
THERMACARE ULTRA,Maca,Sciatica
THERMACARE WRAP,Maca,
TIMACAR,Maca,Glaucoma
TRAMACAT,Maca,Product used for unknown indication
TRAUMACAL,Maca,
VALPROIC ACID 250 MG /5 ML HI-TECH PHARMACAL,Maca,Mood altered
ZOSTRIX HI-TECH PHARMACAL CO,Maca,
